hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,hotel_adresse,hotel_code_postal,url_hotel,source,source_query,hotel_name_norm,city_norm,rating_value,review_count,page_index,in_destination_html,match_type
A5I1,A5I1,ibis Styles Toulouse-Blagnac Aéroport,IBS,IBIS STYLES,BLAGNAC,France,45 Rue de Bordebasse,31700,https://all.accor.com/hotel/A5I1/index.fr.shtml,catalog_api,france,IBIS STYLES TOULOUSE BLAGNAC AEROPORT,BLAGNAC,,,,False,missing
A4C1,A4C1,ibis Styles Castres,IBS,IBIS STYLES,CASTRES,France,"29 Rue Jean Souterene, Le Siala",81100,https://all.accor.com/hotel/A4C1/index.fr.shtml,catalog_api,france,IBIS STYLES CASTRES,CASTRES,,,,False,missing
B9J4,B9J4,Mercure Toulouse Aéroport Blagnac,MER,MERCURE,BLAGNAC,France,4 rue Dieudonné Costes,31700,https://all.accor.com/hotel/B9J4/index.fr.shtml,catalog_api,france,MERCURE TOULOUSE AEROPORT BLAGNAC,BLAGNAC,,,,False,missing
B8D8,B8D8,greet Hotel Castres Saix,GRE,GREET,SAIX,France,2 Bis Route De Semalens,81710,https://all.accor.com/hotel/B8D8/index.fr.shtml,catalog_api,france,GREET HOTEL CASTRES SAIX,SAIX,,,,False,missing
0798,798,ibis Toulouse Blagnac Aéroport,IBH,IBIS,BLAGNAC,France,"80 Avenue du Parc, Rond-Point Maurice Bellonte",31700,https://all.accor.com/hotel/0798/index.fr.shtml,catalog_api,france,IBIS TOULOUSE BLAGNAC AEROPORT,BLAGNAC,,,,False,missing
0565,565,Pullman Toulouse Airport,PUL,PULLMAN,BLAGNAC,France,"2, avenue Didier Daurat",31700,https://all.accor.com/hotel/0565/index.fr.shtml,catalog_api,france,PULLMAN TOULOUSE AIRPORT,BLAGNAC,,,,False,missing
B853,B853,L'Isle de Leos Hotel & Spa - MGallery Collection,MGA,MGALLERY,L'ISLE SUR LA SORGUE,France,1 Porte de Bouigas,84800,https://all.accor.com/hotel/B853/index.fr.shtml,catalog_api,france,L ISLE DE LEOS HOTEL SPA MGALLERY COLLECTION,L ISLE SUR LA SORGUE,,,,False,missing
0906,906,Novotel Toulouse Centre Compans Caffarelli,NOV,NOVOTEL,TOULOUSE,France,5  place Alfonse Jourdain,31000,https://all.accor.com/hotel/0906/index.fr.shtml,catalog_api,france,NOVOTEL TOULOUSE CENTRE COMPANS CAFFARELLI,TOULOUSE,,,,False,missing
A9V4,A9V4,ibis Toulouse Purpan,IBH,IBIS,TOULOUSE,France,1 Rue Jean Viollis,31300,https://all.accor.com/hotel/A9V4/index.fr.shtml,catalog_api,france,IBIS TOULOUSE PURPAN,TOULOUSE,,,,False,missing
C139,C139,Hotel Les Capitouls Toulouse Centre - Handwritten Collection,SOU,SOU,TOULOUSE,France,29 Allées Jean Jaurès,31000,https://all.accor.com/hotel/C139/index.fr.shtml,catalog_api,france,HOTEL LES CAPITOULS TOULOUSE CENTRE HANDWRITTEN COLLECTION,TOULOUSE,,,,False,missing
B395,B395,Mama Shelter Toulouse,MSH,MAMA SHELTER,TOULOUSE,France,54 56 Boulevard Lazare Carnot,31000,https://all.accor.com/hotel/B395/index.fr.shtml,catalog_api,france,MAMA SHELTER TOULOUSE,TOULOUSE,,,,False,missing
0370,370,Hôtel Mercure Toulouse Centre Saint-Georges,MER,MERCURE,TOULOUSE,France,"rue saint Jérome, Pour GPS : 1 rue Paul Mériel",31000,https://all.accor.com/hotel/0370/index.fr.shtml,catalog_api,france,HOTEL MERCURE TOULOUSE CENTRE SAINT GEORGES,TOULOUSE,,,,False,missing
B3A1,B3A1,ibis Styles Toulouse Centre Canal du Midi,IBS,IBIS STYLES,TOULOUSE,France,05 Boulevard De La Gare,31500,https://all.accor.com/hotel/B3A1/index.fr.shtml,catalog_api,france,IBIS STYLES TOULOUSE CENTRE CANAL DU MIDI,TOULOUSE,,,,False,missing
0445,445,Novotel Toulouse Purpan Aéroport,NOV,NOVOTEL,TOULOUSE,France,23 Impasse de Maubec,31300,https://all.accor.com/hotel/0445/index.fr.shtml,catalog_api,france,NOVOTEL TOULOUSE PURPAN AEROPORT,TOULOUSE,,,,False,missing
A086,A086,La Cour des Consuls Hotel & Spa Toulouse - MGallery Collection,MGA,MGALLERY,TOULOUSE,France,46 rue des Couteliers,31000,https://all.accor.com/hotel/A086/index.fr.shtml,catalog_api,france,LA COUR DES CONSULS HOTEL SPA TOULOUSE MGALLERY COLLECTION,TOULOUSE,,,,False,missing
B6Z1,B6Z1,Aparthotel Adagio Toulouse Centre La Grave,ADG,ADAGIO,TOULOUSE,France,24 Rue du Pont Saint Pierre,31300,https://all.accor.com/hotel/B6Z1/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO TOULOUSE CENTRE LA GRAVE,TOULOUSE,,,,False,missing
C0T6,C0T6,ibis budget Lunel Porte de Camargue,IBB,IBIS BUDGET,AIMARGUES,France,"114 Avenue de la petite Camargue, ZA la Peyre",30470,https://all.accor.com/hotel/C0T6/index.fr.shtml,catalog_api,france,IBIS BUDGET LUNEL PORTE DE CAMARGUE,AIMARGUES,,,,False,missing
B743,B743,Ibis Lunel Petite Camargue,IBH,IBIS,LUNEL,France,200 rue ZAC Petite Camargue,34400,https://all.accor.com/hotel/B743/index.fr.shtml,catalog_api,france,IBIS LUNEL PETITE CAMARGUE,LUNEL,,,,False,missing
B2J6,B2J6,ibis budget Montpellier Nord,IBB,IBIS BUDGET,MONTPELLIER,France,58 Rue Georges Denizot,34090,https://all.accor.com/hotel/B2J6/index.fr.shtml,catalog_api,france,IBIS BUDGET MONTPELLIER NORD,MONTPELLIER,,,,False,missing
B718,B718,ibis budget Mont de Marsan,IBB,IBIS BUDGET,MONT DE MARSAN,France,1765 avenue du Maréchal Juin,40000,https://all.accor.com/hotel/B718/index.fr.shtml,catalog_api,france,IBIS BUDGET MONT DE MARSAN,MONT DE MARSAN,,,,False,missing
B9I1,B9I1,ibis budget Toulouse Labège,IBB,IBIS BUDGET,LABEGE,France,120 rue Garance,31670,https://all.accor.com/hotel/B9I1/index.fr.shtml,catalog_api,france,IBIS BUDGET TOULOUSE LABEGE,LABEGE,,,,False,missing
A0A2,A0A2,ibis Styles Toulouse Labège,IBS,IBIS STYLES,LABEGE,France,120 Rue Garance,31677,https://all.accor.com/hotel/A0A2/index.fr.shtml,catalog_api,france,IBIS STYLES TOULOUSE LABEGE,LABEGE,,,,False,missing
B1R5,B1R5,Hôtel Mercure Toulouse Sud,MER,MERCURE,TOULOUSE,France,3 Avenue Irène Joliot Curie,31100,https://all.accor.com/hotel/B1R5/index.fr.shtml,catalog_api,france,HOTEL MERCURE TOULOUSE SUD,TOULOUSE,,,,False,missing
0592,592,ibis Montpellier Centre Comédie,IBH,IBIS,MONTPELLIER,France,"Allée Jules Milhau, Immeuble Le Triangle, Rue du Jeu de Ballon (GPS)",34000,https://all.accor.com/hotel/0592/index.fr.shtml,catalog_api,france,IBIS MONTPELLIER CENTRE COMEDIE,MONTPELLIER,,,,False,missing
C0S9,C0S9,Aparthotel Adagio Montpellier Centre Comedie,ADG,ADAGIO,MONTPELLIER,France,"6 rue Baudin Montpellier France, Parking : 17 rue Alfred Bruyas",34000,https://all.accor.com/hotel/C0S9/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO MONTPELLIER CENTRE COMEDIE,MONTPELLIER,,,,False,missing
A0X2,A0X2,Aparthotel Adagio Access Montpellier Centre,ADA,ADAGIO ACCESS,MONTPELLIER,France,40 Avenue Du Petit Train,34000,https://all.accor.com/hotel/A0X2/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO ACCESS MONTPELLIER CENTRE,MONTPELLIER,,,,False,missing
C179,C179,TRIBE Montpellier Gare Sud de France (Ouverture prochaine),TRI,TRIBE,MONTPELLIER,France,10 parvis Melvin Jones,34070,https://all.accor.com/hotel/C179/index.fr.shtml,catalog_api,france,TRIBE MONTPELLIER GARE SUD DE FRANCE OUVERTURE PROCHAINE,MONTPELLIER,,,,False,missing
0624,624,ibis Montpellier Sud,IBH,IBIS,MONTPELLIER,France,"164, avenue de Palavas",34070,https://all.accor.com/hotel/0624/index.fr.shtml,catalog_api,france,IBIS MONTPELLIER SUD,MONTPELLIER,,,,False,missing
0450,450,Novotel Montpellier,NOV,NOVOTEL,MONTPELLIER,France,125 bis Avenue de Palavas,34070,https://all.accor.com/hotel/0450/index.fr.shtml,catalog_api,france,NOVOTEL MONTPELLIER,MONTPELLIER,,,,False,missing
B9N4,B9N4,greet hotel Montpellier Aéroport Parc des Expos,GRE,GREET,MAUGUIO,France,"1225 rue Hélène Boucher, Zac Du Mas de Figuieres",34130,https://all.accor.com/hotel/B9N4/index.fr.shtml,catalog_api,france,GREET HOTEL MONTPELLIER AEROPORT PARC DES EXPOS,MAUGUIO,,,,False,missing
B4T2,B4T2,ibis Styles Montpellier Aeroport Parc Des Expos,IBS,IBIS STYLES,MAUGUIO,France,"121 Avenue Jacqueline Auriol, Zone Aeroportuaire, Montpellier Mediterranee",34130,https://all.accor.com/hotel/B4T2/index.fr.shtml,catalog_api,france,IBIS STYLES MONTPELLIER AEROPORT PARC DES EXPOS,MAUGUIO,,,,False,missing
B4T1,B4T1,ibis budget Montpellier Aéroport Parc Des Expos,IBB,IBIS BUDGET,MAUGUIO,France,"121 Avenue Jacqueline Auriol, Zone Aeroportuaire, Montpellier Mediterranee",34130,https://all.accor.com/hotel/B4T1/index.fr.shtml,catalog_api,france,IBIS BUDGET MONTPELLIER AEROPORT PARC DES EXPOS,MAUGUIO,,,,False,missing
C3P3,C3P3,Mercure Arles Centre Arènes,MER,MERCURE,ARLES,France,1 rue Emile Fassin,13200,https://all.accor.com/hotel/C3P3/index.fr.shtml,catalog_api,france,MERCURE ARLES CENTRE ARENES,ARLES,,,,False,missing
0692,692,ibis Arles,IBH,IBIS,ARLES,France,"Rue Gerard GADIOT, CENTRE COMMERCIAL FOURCHON",13200,https://all.accor.com/hotel/0692/index.fr.shtml,catalog_api,france,IBIS ARLES,ARLES,,,,False,missing
B7M4,B7M4,Aparthotel Adagio Access Porte de Camargue,ADA,ADAGIO ACCESS,SAINT-MARTIN-DE-CRAU,France,"ZONE ECOPOLE, 6 AVENUE MARCELLIN BERTHELOT",13310,https://all.accor.com/hotel/B7M4/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO ACCESS PORTE DE CAMARGUE,SAINT MARTIN DE CRAU,,,,False,missing
B744,B744,greet hotel Castets Coeur des Landes,GRE,GREET,CASTETS,France,"90 IMPASSE DU BASILE, ZAC DE GAZALIEU",40260,https://all.accor.com/hotel/B744/index.fr.shtml,catalog_api,france,GREET HOTEL CASTETS COEUR DES LANDES,CASTETS,,,,False,missing
A0J3,A0J3,Ibis Budget Béziers Est La Giniesse,IBB,IBIS BUDGET,BEZIERS,France,2 Impasse de la Giniesse,34500,https://all.accor.com/hotel/A0J3/index.fr.shtml,catalog_api,france,IBIS BUDGET BEZIERS EST LA GINIESSE,BEZIERS,,,,False,missing
0683,683,ibis Béziers Est Méditerranée,IBH,IBIS,BEZIERS,France,"ECHANGEUR CABRIALS, AVENUE DU VIGUIER",34500,https://all.accor.com/hotel/0683/index.fr.shtml,catalog_api,france,IBIS BEZIERS EST MEDITERRANEE,BEZIERS,,,,False,missing
0797,797,ibis Salon-de-Provence Sud,IBH,IBIS,SALON DE PROVENCE,France,"752, Avenue du 18 Juin 1940",13300,https://all.accor.com/hotel/0797/index.fr.shtml,catalog_api,france,IBIS SALON DE PROVENCE SUD,SALON DE PROVENCE,,,,False,missing
B6X3,B6X3,ibis Styles Salon de Provence,IBS,IBIS STYLES,SALON DE PROVENCE,France,728 Avenue du 18 juin 1940,13300,https://all.accor.com/hotel/B6X3/index.fr.shtml,catalog_api,france,IBIS STYLES SALON DE PROVENCE,SALON DE PROVENCE,,,,False,missing
B6J1,B6J1,ibis Styles Castelnaudary,IBS,IBIS STYLES,CASTELNAUDARY,France,100 Avenue Gerard Rouviere,11400,https://all.accor.com/hotel/B6J1/index.fr.shtml,catalog_api,france,IBIS STYLES CASTELNAUDARY,CASTELNAUDARY,,,,False,missing
C0D8,C0D8,ibis Styles Miramas - Provence,IBS,IBIS STYLES,MIRAMAS,France,Rue de la Lavande,13140,https://all.accor.com/hotel/C0D8/index.fr.shtml,catalog_api,france,IBIS STYLES MIRAMAS PROVENCE,MIRAMAS,,,,False,missing
B897,B897,TRIBE Carcassonne,TRI,TRIBE,CARCASSONNE,France,2 Rue Des Trois Couronnes,11000,https://all.accor.com/hotel/B897/index.fr.shtml,catalog_api,france,TRIBE CARCASSONNE,CARCASSONNE,,,,False,missing
0607,607,ibis Carcassonne Est La Cité,IBH,IBIS,CARCASSONNE,France,Rue Camille Flammarion,11000,https://all.accor.com/hotel/0607/index.fr.shtml,catalog_api,france,IBIS CARCASSONNE EST LA CITE,CARCASSONNE,,,,False,missing
A480,A480,ibis Styles Carcassonne La Cité,IBS,IBIS STYLES,CARCASSONNE,France,2 Rue Darius Milhaud,11000,https://all.accor.com/hotel/A480/index.fr.shtml,catalog_api,france,IBIS STYLES CARCASSONNE LA CITE,CARCASSONNE,,,,False,missing
0412,412,Novotel Narbonne Sud,NOV,NOVOTEL,NARBONNE,France,"130 RUE DE L'HOTELLERIE, QUARTIER PLAISANCE",11100,https://all.accor.com/hotel/0412/index.fr.shtml,catalog_api,france,NOVOTEL NARBONNE SUD,NARBONNE,,,,False,missing
0671,671,ibis Narbonne,IBH,IBIS,NARBONNE,France,"159 Rue de L' Hotellerie, Quartier Plaisance - RN9",11100,https://all.accor.com/hotel/0671/index.fr.shtml,catalog_api,france,IBIS NARBONNE,NARBONNE,,,,False,missing
C5I0,C5I0,ibis Styles Aix-en-Provence Université,IBS,IBIS STYLES,AIX EN PROVENCE,France,1 avenue Robert Schuman,13090,https://all.accor.com/hotel/C5I0/index.fr.shtml,catalog_api,france,IBIS STYLES AIX EN PROVENCE UNIVERSITE,AIX EN PROVENCE,,,,False,missing
C5J5,C5J5,Aparthotel Adagio Access Aix-en-Provence Université,ADA,ADAGIO ACCESS,AIX EN PROVENCE,France,1 avenue Robert Schuman,13100,https://all.accor.com/hotel/C5J5/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO ACCESS AIX EN PROVENCE UNIVERSITE,AIX EN PROVENCE,,,,False,missing
C133,C133,Mercure Aix-en-Provence La Duranne Gare TGV,MER,MERCURE,AIX-EN-PROVENCE,France,"97 rue du Dr Albert Aynaud, Parc de la Duranne",13100,https://all.accor.com/hotel/C133/index.fr.shtml,catalog_api,france,MERCURE AIX EN PROVENCE LA DURANNE GARE TGV,AIX EN PROVENCE,,,,False,missing
0394,394,Novotel Aix-en-Provence Pont-de-l'Arc Fenouillères,NOV,NOVOTEL,AIX EN PROVENCE,France,Avenue Arc de Meyran,13100,https://all.accor.com/hotel/0394/index.fr.shtml,catalog_api,france,NOVOTEL AIX EN PROVENCE PONT DE L ARC FENOUILLERES,AIX EN PROVENCE,,,,False,missing
0393,393,Mercure Aix en Provence Beaumanoir,MER,MERCURE,AIX EN PROVENCE,France,"Rue Marcel Arnaud, Résidence Beaumanoir",13100,https://all.accor.com/hotel/0393/index.fr.shtml,catalog_api,france,MERCURE AIX EN PROVENCE BEAUMANOIR,AIX EN PROVENCE,,,,False,missing
0714,714,ibis Aix-en-Provence,IBH,IBIS,AIX EN PROVENCE,France,Chemin des Infirmeries,13100,https://all.accor.com/hotel/0714/index.fr.shtml,catalog_api,france,IBIS AIX EN PROVENCE,AIX EN PROVENCE,,,,False,missing
B6G0,B6G0,greet Hotel Marseille Provence Aéroport,GRE,GREET,VITROLLES,France,"Zi De Couperigne, Rue Blaise Pascal",13127,https://all.accor.com/hotel/B6G0/index.fr.shtml,catalog_api,france,GREET HOTEL MARSEILLE PROVENCE AEROPORT,VITROLLES,,,,False,missing
C238,C238,ibis Styles Cabriès Aix-en-Provence TGV,IBS,IBIS STYLES,CABRIES,France,"900, ALLEE DU GOLF, Golf de la Cabre d'Or",13480,https://all.accor.com/hotel/C238/index.fr.shtml,catalog_api,france,IBIS STYLES CABRIES AIX EN PROVENCE TGV,CABRIES,,,,False,missing
0442,442,ibis Styles Marseille Provence Aéroport,IBS,IBIS STYLES,VITROLLES,France,"24 Rue de Madrid, ZI Les  Estroublans",13127,https://all.accor.com/hotel/0442/index.fr.shtml,catalog_api,france,IBIS STYLES MARSEILLE PROVENCE AEROPORT,VITROLLES,,,,False,missing
B8B1,B8B1,Ibis Marseille Marignane Technopole,IBH,IBIS,MARIGNANE,France,"Zac de la Palun, Technoparc des Florides",13700,https://all.accor.com/hotel/B8B1/index.fr.shtml,catalog_api,france,IBIS MARSEILLE MARIGNANE TECHNOPOLE,MARIGNANE,,,,False,missing
B8C5,B8C5,greet hotel Orthez Bearn,GRE,GREET,BIRON,France,"1430 Avenue Marcel Paul, Allée Paul Piquemal",64300,https://all.accor.com/hotel/B8C5/index.fr.shtml,catalog_api,france,GREET HOTEL ORTHEZ BEARN,BIRON,,,,False,missing
B2C6,B2C6,ibis Styles Marseille Plan de Campagne,IBS,IBIS STYLES,LES PENNES-MIRABEAU,France,"58 Chemin de velaux, Plan de Campagne, 58 Chemin de velaux",13170,https://all.accor.com/hotel/B2C6/index.fr.shtml,catalog_api,france,IBIS STYLES MARSEILLE PLAN DE CAMPAGNE,LES PENNES MIRABEAU,,,,False,missing
B0R3,B0R3,JO&JOE Hossegor,JOE,JO&JOE,HOSSEGOR,France,458 avenue de Gaujacq,40150,https://all.accor.com/hotel/B0R3/index.fr.shtml,catalog_api,france,JO JOE HOSSEGOR,HOSSEGOR,,,,False,missing
0952,952,Hôtel Mercure Pau Palais des Sports,MER,MERCURE,PAU,France,106 Avenue de l Europe,64000,https://all.accor.com/hotel/0952/index.fr.shtml,catalog_api,france,HOTEL MERCURE PAU PALAIS DES SPORTS,PAU,,,,False,missing
0421,421,Novotel Pau Pyrénées,NOV,NOVOTEL,LESCAR,France,"Avenue André-Marie Ampère, Route de Bayonne",64230,https://all.accor.com/hotel/0421/index.fr.shtml,catalog_api,france,NOVOTEL PAU PYRENEES,LESCAR,,,,False,missing
C461,C461,Novotel Marseille Centre Gare,NOV,NOVOTEL,MARSEILLE,France,15 Boulevard Maurice Bourdet,13001,https://all.accor.com/hotel/C461/index.fr.shtml,catalog_api,france,NOVOTEL MARSEILLE CENTRE GARE,MARSEILLE,,,,False,missing
A1J8,A1J8,ibis Styles Marseille Gare Saint-Charles,IBS,IBIS STYLES,MARSEILLE,France,28 Boulevard D Athenes,13001,https://all.accor.com/hotel/A1J8/index.fr.shtml,catalog_api,france,IBIS STYLES MARSEILLE GARE SAINT CHARLES,MARSEILLE,,,,False,missing
B675,B675,greet Hotel Marseille Centre Saint Charles,GRE,GREET,MARSEILLE,France,"4, Allee Leon Gambetta",13001,https://all.accor.com/hotel/B675/index.fr.shtml,catalog_api,france,GREET HOTEL MARSEILLE CENTRE SAINT CHARLES,MARSEILLE,,,,False,missing
0911,911,Novotel Marseille Vieux-Port,NOV,NOVOTEL,MARSEILLE,France,36 Boulevard Charles Livon,13007,https://all.accor.com/hotel/0911/index.fr.shtml,catalog_api,france,NOVOTEL MARSEILLE VIEUX PORT,MARSEILLE,,,,False,missing
0542,542,Sofitel Marseille Vieux Port,SOF,SOFITEL,MARSEILLE,France,36 boulevard Charles Livon,13007,https://all.accor.com/hotel/0542/index.fr.shtml,catalog_api,france,SOFITEL MARSEILLE VIEUX PORT,MARSEILLE,,,,False,missing
A0D3,A0D3,Hôtel Mercure Marseille Canebière Vieux-Port,MER,MERCURE,MARSEILLE,France,48 La Canebiere,13001,https://all.accor.com/hotel/A0D3/index.fr.shtml,catalog_api,france,HOTEL MERCURE MARSEILLE CANEBIERE VIEUX PORT,MARSEILLE,,,,False,missing
A0X9,A0X9,ibis Styles Marseille Vieux Port,IBS,IBIS STYLES,MARSEILLE,France,7 Cours Saint Louis,13001,https://all.accor.com/hotel/A0X9/index.fr.shtml,catalog_api,france,IBIS STYLES MARSEILLE VIEUX PORT,MARSEILLE,,,,False,missing
B3B1,B3B1,Ibis Marseille Centre Prefecture,IBH,IBIS,MARSEILLE,France,13 Rue Lafon,13006,https://all.accor.com/hotel/B3B1/index.fr.shtml,catalog_api,france,IBIS MARSEILLE CENTRE PREFECTURE,MARSEILLE,,,,False,missing
B5Z5,B5Z5,Mercure Marseille Centre Bompard La Corniche,MER,MERCURE,MARSEILLE,France,2 Rue Des Flots Bleus,13007,https://all.accor.com/hotel/B5Z5/index.fr.shtml,catalog_api,france,MERCURE MARSEILLE CENTRE BOMPARD LA CORNICHE,MARSEILLE,,,,False,missing
B2R9,B2R9,Aparthotel Adagio Marseille Timone,ADG,ADAGIO,MARSEILLE,France,21 Chemin De L Armee D Afrique,13005,https://all.accor.com/hotel/B2R9/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO MARSEILLE TIMONE,MARSEILLE,,,,False,missing
C3C7,C3C7,ibis Styles Marseille Palais des Congrès Vélodrome,IBS,IBIS STYLES,MARSEILLE,France,162 Boulevard Rabatau,13010,https://all.accor.com/hotel/C3C7/index.fr.shtml,catalog_api,france,IBIS STYLES MARSEILLE PALAIS DES CONGRES VELODROME,MARSEILLE,,,,False,missing
C032,C032,greet hotel Marseille Parc Chanot Vélodrome by Accor,GRE,GREET,MARSEILLE,France,23 Boulevard Rabatau,13008,https://all.accor.com/hotel/C032/index.fr.shtml,catalog_api,france,GREET HOTEL MARSEILLE PARC CHANOT VELODROME BY ACCOR,MARSEILLE,,,,False,missing
A0Y1,A0Y1,Mercure Bayonne Centre - Le Grand Hôtel,MER,MERCURE,BAYONNE,France,21 Rue Thiers,64100,https://all.accor.com/hotel/A0Y1/index.fr.shtml,catalog_api,france,MERCURE BAYONNE CENTRE LE GRAND HOTEL,BAYONNE,,,,False,missing
0444,444,Novotel Marseille Est Porte d'Aubagne,NOV,NOVOTEL,MARSEILLE,France,184 Avenue de Saint Menet,13011,https://all.accor.com/hotel/0444/index.fr.shtml,catalog_api,france,NOVOTEL MARSEILLE EST PORTE D AUBAGNE,MARSEILLE,,,,False,missing
C5X6,C5X6,Hotel Saint Georges Lourdes Pyrenees,SAM,SAM,LOURDES,France,34 avenue Peyramale,65100,https://all.accor.com/hotel/C5X6/index.fr.shtml,catalog_api,france,HOTEL SAINT GEORGES LOURDES PYRENEES,LOURDES,,,,False,missing
C5X5,C5X5,greet hotel Lourdes Centre Pyrénées,GRE,GREET,LOURDES,France,36 Avenue Peyramale,65100,https://all.accor.com/hotel/C5X5/index.fr.shtml,catalog_api,france,GREET HOTEL LOURDES CENTRE PYRENEES,LOURDES,,,,False,missing
0822,822,ibis Biarritz-Anglet Aéroport,IBH,IBIS,ANGLET,France,"64, avenue d'Espagne",64600,https://all.accor.com/hotel/0822/index.fr.shtml,catalog_api,france,IBIS BIARRITZ ANGLET AEROPORT,ANGLET,,,,False,missing
0994,994,Novotel Resort & Spa Biarritz Anglet,NOV,NOVOTEL,ANGLET,France,68 avenue d'Espagne,64600,https://all.accor.com/hotel/0994/index.fr.shtml,catalog_api,france,NOVOTEL RESORT SPA BIARRITZ ANGLET,ANGLET,,,,False,missing
C4X9,C4X9,ibis Styles Aubagne Gemenos,IBS,IBIS STYLES,GEMENOS,France,250 avenue du Château de Jouques,13420,https://all.accor.com/hotel/C4X9/index.fr.shtml,catalog_api,france,IBIS STYLES AUBAGNE GEMENOS,GEMENOS,,,,False,missing
C2U9,C2U9,Le Talaia Hotel & Spa Biarritz - MGallery Collection,MGA,MGALLERY,BIARRITZ,France,1 CARREFOUR HELIANTHE,64200,https://all.accor.com/hotel/C2U9/index.fr.shtml,catalog_api,france,LE TALAIA HOTEL SPA BIARRITZ MGALLERY COLLECTION,BIARRITZ,,,,False,missing
C2Q0,C2Q0,ibis Styles Biarritz Plage,IBS,IBIS STYLES,BIARRITZ,France,30 Avenue de la Milady,64200,https://all.accor.com/hotel/C2Q0/index.fr.shtml,catalog_api,france,IBIS STYLES BIARRITZ PLAGE,BIARRITZ,,,,False,missing
0424,424,Novotel Perpignan Rivesaltes,NOV,NOVOTEL,RIVESALTES,France,"Rn 9 Km 9, Route de Narbonne",66600,https://all.accor.com/hotel/0424/index.fr.shtml,catalog_api,france,NOVOTEL PERPIGNAN RIVESALTES,RIVESALTES,,,,False,missing
C2I9,C2I9,ibis Styles Saint Jean de Luz Donibane,IBS,IBIS STYLES,SAINT JEAN DE LUZ,France,4 avenue de Layatz,64500,https://all.accor.com/hotel/C2I9/index.fr.shtml,catalog_api,france,IBIS STYLES SAINT JEAN DE LUZ DONIBANE,SAINT JEAN DE LUZ,,,,False,missing
C3Y8,C3Y8,MADISON Saint Jean de Luz - Handwritten Collection,SOU,SOU,SAINT-JEAN-DE-LUZ,France,25 boulevard Thiers,64500,https://all.accor.com/hotel/C3Y8/index.fr.shtml,catalog_api,france,MADISON SAINT JEAN DE LUZ HANDWRITTEN COLLECTION,SAINT JEAN DE LUZ,,,,False,missing
C0V2,C0V2,Mercure Ax Les Thermes,MER,MERCURE,AX LES THERMES,France,6 rue de la Condamine,09110,https://all.accor.com/hotel/C0V2/index.fr.shtml,catalog_api,france,MERCURE AX LES THERMES,AX LES THERMES,,,,False,missing
1122,1122,Hôtel Mercure Antibes Sophia Antipolis,MER,MERCURE,VALBONNE,France,Rue Albert Caquot,06560,https://all.accor.com/hotel/1122/index.fr.shtml,catalog_api,france,HOTEL MERCURE ANTIBES SOPHIA ANTIPOLIS,VALBONNE,,,,False,missing
0711,711,ibis Antibes Sophia Antipolis,IBH,IBIS,VALBONNE,France,"502, rue Albert Caquot",06560,https://all.accor.com/hotel/0711/index.fr.shtml,catalog_api,france,IBIS ANTIBES SOPHIA ANTIPOLIS,VALBONNE,,,,False,missing
0398,398,Novotel Antibes Sophia Antipolis,NOV,NOVOTEL,VALBONNE,France,"290 rue Fedor Dostoievski, Les Lucioles 1",06560,https://all.accor.com/hotel/0398/index.fr.shtml,catalog_api,france,NOVOTEL ANTIBES SOPHIA ANTIPOLIS,VALBONNE,,,,False,missing
B0X6,B0X6,ibis Styles Perpignan Canet-en-Roussillon,IBS,IBIS STYLES,CANET EN ROUSSILLON,France,"141 Avenue, Des Hauts De Canet",66140,https://all.accor.com/hotel/B0X6/index.fr.shtml,catalog_api,france,IBIS STYLES PERPIGNAN CANET EN ROUSSILLON,CANET EN ROUSSILLON,,,,False,missing
B2H8,B2H8,Aparthotel Adagio Nice Centre,ADG,ADAGIO,NICE,France,22 Bd Du General Louis Delfino,06300,https://all.accor.com/hotel/B2H8/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO NICE CENTRE,NICE,,,,False,missing
0360,360,Hôtel Mercure Nice Promenade des Anglais,MER,MERCURE,NICE,France,2 rue Halevy,06000,https://all.accor.com/hotel/0360/index.fr.shtml,catalog_api,france,HOTEL MERCURE NICE PROMENADE DES ANGLAIS,NICE,,,,False,missing
B950,B950,Mama Shelter Nice,MSH,MAMA SHELTER,NICE,France,21 boulevard de Riquier,06300,https://all.accor.com/hotel/B950/index.fr.shtml,catalog_api,france,MAMA SHELTER NICE,NICE,,,,False,missing
A9A2,A9A2,Hôtel Mercure Villeneuve-Loubet Plage,MER,MERCURE,VILLENEUVE-LOUBET,France,215 Boulevard Éric Tabarly,06270,https://all.accor.com/hotel/A9A2/index.fr.shtml,catalog_api,france,HOTEL MERCURE VILLENEUVE LOUBET PLAGE,VILLENEUVE LOUBET,,,,False,missing
