hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,hotel_adresse,hotel_code_postal,url_hotel,source,source_query,hotel_name_norm,city_norm,rating_value,review_count,page_index,in_destination_html,match_type
B7R6,B7R6,ibis Styles Dijon Sud Domaine de Beauregard,IBS,IBIS STYLES,LONGVIC,France,9 Rue De Beauregard,21600,https://all.accor.com/hotel/B7R6/index.fr.shtml,catalog_api,france,IBIS STYLES DIJON SUD DOMAINE DE BEAUREGARD,LONGVIC,4.7,1869,49.0,True,missing
C0T5,C0T5,greet Hotel Dijon Sud Longvic,GRE,GREET,LONGVIC,France,7 rue de Beauregard,21600,https://all.accor.com/hotel/C0T5/index.fr.shtml,catalog_api,france,GREET HOTEL DIJON SUD LONGVIC,LONGVIC,4.5,335,49.0,True,missing
0625,625,ibis Moulins Sud,IBH,IBIS,MOULINS,France,"153 Route de Lyon, Route nationale 7",03000,https://all.accor.com/hotel/0625/index.fr.shtml,catalog_api,france,IBIS MOULINS SUD,MOULINS,4.5,1005,6.0,True,missing
0882,882,ibis Avranches Baie du Mont-Saint-Michel,IBH,IBIS,SAINT-QUENTIN-SUR-LE-HOMME,France,"47 rue des Estuaires, ZA CROMEL",50220,https://all.accor.com/hotel/0882/index.fr.shtml,catalog_api,france,IBIS AVRANCHES BAIE DU MONT SAINT MICHEL,SAINT QUENTIN SUR LE HOMME,,,,False,missing
0971,971,ibis Beaune - La Ferme aux Vins,IBH,IBIS,BEAUNE,France,"Rue Yves-Bertrand BURGALAT, BP 144",21200,https://all.accor.com/hotel/0971/index.fr.shtml,catalog_api,france,IBIS BEAUNE LA FERME AUX VINS,BEAUNE,4.5,2376,40.0,True,missing
B6J2,B6J2,ibis budget Nancy Laxou,IBB,IBIS BUDGET,LAXOU,France,1 rue du Vair,54520,https://all.accor.com/hotel/B6J2/index.fr.shtml,catalog_api,france,IBIS BUDGET NANCY LAXOU,LAXOU,,,,False,missing
0407,407,Novotel Nancy,NOV,NOVOTEL,LAXOU,France,2 Rue du Vair,54520,https://all.accor.com/hotel/0407/index.fr.shtml,catalog_api,france,NOVOTEL NANCY,LAXOU,,,,False,missing
B5V7,B5V7,greet Hotel Beaune,GRE,GREET,BEAUNE,France,58 Route de Verdun,21200,https://all.accor.com/hotel/B5V7/index.fr.shtml,catalog_api,france,GREET HOTEL BEAUNE,BEAUNE,4.7,1393,42.0,True,missing
B4Y4,B4Y4,Ibis Styles Nancy Ouest Laxou,IBS,IBIS STYLES,LAXOU,France,10 rue de la Saône,54520,https://all.accor.com/hotel/B4Y4/index.fr.shtml,catalog_api,france,IBIS STYLES NANCY OUEST LAXOU,LAXOU,,,,False,missing
C6G9,C6G9,greet Hotel Nancy Frouard (Ouverture septembre 2026),GRE,GREET,FROUARD,France,3 rue de Nerbevaux,54390,https://all.accor.com/hotel/C6G9/index.fr.shtml,catalog_api,france,GREET HOTEL NANCY FROUARD OUVERTURE SEPTEMBRE 2026,FROUARD,,,,False,missing
2320,2320,hotelF1 Metz Centre Devant les Ponts,HOF,HOTELF1,METZ,France,9 Rue Périgot,57050,https://all.accor.com/hotel/2320/index.fr.shtml,catalog_api,france,HOTELF1 METZ CENTRE DEVANT LES PONTS,METZ,,,,False,missing
B6Z0,B6Z0,Mercure Grand Hotel Metz Centre Cathédrale,MER,MERCURE,METZ,France,3 Rue Des Clercs,57000,https://all.accor.com/hotel/B6Z0/index.fr.shtml,catalog_api,france,MERCURE GRAND HOTEL METZ CENTRE CATHEDRALE,METZ,,,,False,missing
0756,756,ibis Metz Centre Gare,IBH,IBIS,METZ,France,3 bis rue Vauban,57000,https://all.accor.com/hotel/0756/index.fr.shtml,catalog_api,france,IBIS METZ CENTRE GARE,METZ,,,,False,missing
A038,A038,Hôtel Mercure Nancy Centre Gare,MER,MERCURE,NANCY,France,11 Rue Raymond Poincaré,54000,https://all.accor.com/hotel/A038/index.fr.shtml,catalog_api,france,HOTEL MERCURE NANCY CENTRE GARE,NANCY,,,,False,missing
0589,589,Novotel Metz Centre,NOV,NOVOTEL,METZ,France,"Place des paraiges, Centre Saint Jacques",57000,https://all.accor.com/hotel/0589/index.fr.shtml,catalog_api,france,NOVOTEL METZ CENTRE,METZ,,,,False,missing
0973,973,ibis Nancy Centre Gare et Congrès,IBH,IBIS,NANCY,France,"3, rue Crampel",54000,https://all.accor.com/hotel/0973/index.fr.shtml,catalog_api,france,IBIS NANCY CENTRE GARE ET CONGRES,NANCY,,,,False,missing
0621,621,ibis Metz Centre Cathédrale,IBH,IBIS,METZ,France,"47 rue Chambière, Quartier Pontiffroy",57000,https://all.accor.com/hotel/0621/index.fr.shtml,catalog_api,france,IBIS METZ CENTRE CATHEDRALE,METZ,,,,False,missing
C276,C276,ibis Styles Metz Centre,IBS,IBIS STYLES,METZ,France,22 Rue Haute Seille,57000,https://all.accor.com/hotel/C276/index.fr.shtml,catalog_api,france,IBIS STYLES METZ CENTRE,METZ,,,,False,missing
0354,354,ibis Metz Woippy,IBH,IBIS,WOIPPY,France,56 Rue du Fort Gambetta,57140,https://all.accor.com/hotel/0354/index.fr.shtml,catalog_api,france,IBIS METZ WOIPPY,WOIPPY,,,,False,missing
0446,446,Novotel Metz Amnéville,NOV,NOVOTEL,HAUCONCOURT,France,16 ROUTE DE MAIZIERES LES METZ,57280,https://all.accor.com/hotel/0446/index.fr.shtml,catalog_api,france,NOVOTEL METZ AMNEVILLE,HAUCONCOURT,,,,False,missing
B7B0,B7B0,greet Hotel Nancy Sud,GRE,GREET,HOUDEMONT,France,"2 Rue Des Egrez, Zac Des Egrez",54180,https://all.accor.com/hotel/B7B0/index.fr.shtml,catalog_api,france,GREET HOTEL NANCY SUD,HOUDEMONT,,,,False,missing
0408,408,ibis Styles Nancy Sud,IBS,IBIS STYLES,HOUDEMONT,France,"8 Allée de la  Genelière, RN 57",54180,https://all.accor.com/hotel/0408/index.fr.shtml,catalog_api,france,IBIS STYLES NANCY SUD,HOUDEMONT,,,,False,missing
5317,5317,ibis budget Granville,IBB,IBIS BUDGET,GRANVILLE,France,1167 Route de Villedieu,50400,https://all.accor.com/hotel/5317/index.fr.shtml,catalog_api,france,IBIS BUDGET GRANVILLE,GRANVILLE,,,,False,missing
B261,B261,ibis Pontorson Baie du Mont-Saint-Michel,IBH,IBIS,SAINT GEORGES DE GREHAIGNE,France,Za Le Point Du Jour,35610,https://all.accor.com/hotel/B261/index.fr.shtml,catalog_api,france,IBIS PONTORSON BAIE DU MONT SAINT MICHEL,SAINT GEORGES DE GREHAIGNE,,,,False,missing
C3U1,C3U1,ibis budget Pontorson Baie du Mont-Saint-Michel,IBB,IBIS BUDGET,SAINT GEORGES DE GREHAIGNE,France,Za Le Point Du Jour,35610,https://all.accor.com/hotel/C3U1/index.fr.shtml,catalog_api,france,IBIS BUDGET PONTORSON BAIE DU MONT SAINT MICHEL,SAINT GEORGES DE GREHAIGNE,,,,False,missing
B032,B032,ibis Styles Poitiers Nord,IBS,IBIS STYLES,POITIERS,France,215 Avenue De Paris,86000,https://all.accor.com/hotel/B032/index.fr.shtml,catalog_api,france,IBIS STYLES POITIERS NORD,POITIERS,4.6,733,12.0,True,missing
0695,695,IBIS POITIERS BEAULIEU,IBH,IBIS,POITIERS,France,"1, rue du Bois Dousset",86000,https://all.accor.com/hotel/0695/index.fr.shtml,catalog_api,france,IBIS POITIERS BEAULIEU,POITIERS,3.9,473,11.0,True,missing
0368,368,ibis Styles Chalon-sur-Saône,IBS,IBIS STYLES,CHALON SUR SAONE,France,Avenue de l'Europe,71100,https://all.accor.com/hotel/0368/index.fr.shtml,catalog_api,france,IBIS STYLES CHALON SUR SAONE,CHALON SUR SAONE,4.6,2057,35.0,True,missing
0608,608,ibis Chalon-sur-Saône Nord (Hôtel rénové),IBH,IBIS,CHALON SUR SAONE,France,Rue Paul Vachet,71100,https://all.accor.com/hotel/0608/index.fr.shtml,catalog_api,france,IBIS CHALON SUR SAONE NORD HOTEL RENOVE,CHALON SUR SAONE,4.6,807,36.0,True,missing
0659,659,ibis Poitiers Sud,IBH,IBIS,POITIERS,France,175 Avenue du 8 Mai 1945,86000,https://all.accor.com/hotel/0659/index.fr.shtml,catalog_api,france,IBIS POITIERS SUD,POITIERS,4.3,912,14.0,True,missing
C254,C254,ibis Styles Gueret,IBS,IBIS STYLES,GUERET,France,3 avenue René Cassin,23000,https://all.accor.com/hotel/C254/index.fr.shtml,catalog_api,france,IBIS STYLES GUERET,GUERET,4.8,551,1.0,True,missing
0471,471,ibis Rennes Cesson,IBH,IBIS,CESSON SEVIGNE,France,62 Rue de la Rigourdière,35510,https://all.accor.com/hotel/0471/index.fr.shtml,catalog_api,france,IBIS RENNES CESSON,CESSON SEVIGNE,,,,False,missing
0689,689,ibis Rennes Beaulieu,IBH,IBIS,CESSON SEVIGNE,France,"Rue du Taillis, Rue de Rennes",35510,https://all.accor.com/hotel/0689/index.fr.shtml,catalog_api,france,IBIS RENNES BEAULIEU,CESSON SEVIGNE,,,,False,missing
2340,2340,hotelF1 Dole Jura,HOF,HOTELF1,DOLE,France,"6 Rue Alexandre Vialatte, ZI des Epenottes",39100,https://all.accor.com/hotel/2340/index.fr.shtml,catalog_api,france,HOTELF1 DOLE JURA,DOLE,,,,False,missing
B7P3,B7P3,ibis Styles Rennes Cesson,IBS,IBIS STYLES,CESSON SEVIGNE,France,1 Ter Rue De Fougères,35510,https://all.accor.com/hotel/B7P3/index.fr.shtml,catalog_api,france,IBIS STYLES RENNES CESSON,CESSON SEVIGNE,,,,False,missing
1759,1759,ibis Dole Sud Choisey,IBH,IBIS,CHOISEY,France,"Peage A39 Sortie 6, 16 Rue Fourney, Espace Commerciale de Choisey",39100,https://all.accor.com/hotel/1759/index.fr.shtml,catalog_api,france,IBIS DOLE SUD CHOISEY,CHOISEY,,,,False,missing
0731,731,ibis Styles Rennes Centre Gare Nord,IBS,IBIS STYLES,RENNES,France,15 Place de la gare,35000,https://all.accor.com/hotel/0731/index.fr.shtml,catalog_api,france,IBIS STYLES RENNES CENTRE GARE NORD,RENNES,,,,False,missing
B9P3,B9P3,Mama Shelter Rennes,MSH,MAMA SHELTER,RENNES,France,3 Place de la Trinite,35000,https://all.accor.com/hotel/B9P3/index.fr.shtml,catalog_api,france,MAMA SHELTER RENNES,RENNES,,,,False,missing
0430,430,Novotel Rennes Alma,NOV,NOVOTEL,RENNES,France,48 Avenue du Canada,35200,https://all.accor.com/hotel/0430/index.fr.shtml,catalog_api,france,NOVOTEL RENNES ALMA,RENNES,,,,False,missing
B5Z9,B5Z9,ibis Styles Ancenis Centre,IBS,IBIS STYLES,ANCENIS,France,"119, Boulevard Du Docteur Moutel",44150,https://all.accor.com/hotel/B5Z9/index.fr.shtml,catalog_api,france,IBIS STYLES ANCENIS CENTRE,ANCENIS,,,,False,missing
C3P2,C3P2,Hôtel de L'Abbaye Le Tronchet - Handwritten Collection,SOU,SOU,LE TRONCHET- SAINT-MALO,France,7 rue de l'Abbatiale,35540,https://all.accor.com/hotel/C3P2/index.fr.shtml,catalog_api,france,HOTEL DE L ABBAYE LE TRONCHET HANDWRITTEN COLLECTION,LE TRONCHET SAINT MALO,,,,False,missing
0831,831,Hôtel Mercure Épinal Centre,MER,MERCURE,EPINAL,France,"13 place Emile Stein, BP 242",88007,https://all.accor.com/hotel/0831/index.fr.shtml,catalog_api,france,HOTEL MERCURE EPINAL CENTRE,EPINAL,,,,False,missing
0890,890,ibis Épinal Centre-Ville,IBH,IBIS,EPINAL,France,"21, Quai Marechal de Contades",88000,https://all.accor.com/hotel/0890/index.fr.shtml,catalog_api,france,IBIS EPINAL CENTRE VILLE,EPINAL,,,,False,missing
A331,A331,ibis budget Rennes Route de Lorient,IBB,IBIS BUDGET,RENNES,France,4 Rue Des Chevrons,35000,https://all.accor.com/hotel/A331/index.fr.shtml,catalog_api,france,IBIS BUDGET RENNES ROUTE DE LORIENT,RENNES,,,,False,missing
B7B2,B7B2,greet Hotel Rennes Pacé,GRE,GREET,PACE,France,"11 Avenue des touches, Za La Teillais",35740,https://all.accor.com/hotel/B7B2/index.fr.shtml,catalog_api,france,GREET HOTEL RENNES PACE,PACE,,,,False,missing
A6Q5,A6Q5,ibis Styles Vichy Centre,IBS,IBIS STYLES,VICHY,France,11 Avenue Pierre Coulon,03200,https://all.accor.com/hotel/A6Q5/index.fr.shtml,catalog_api,france,IBIS STYLES VICHY CENTRE,VICHY,3.9,738,6.0,True,missing
1514,1514,ibis Vichy,IBH,IBIS,VICHY,France,1 Avenue Victoria,03200,https://all.accor.com/hotel/1514/index.fr.shtml,catalog_api,france,IBIS VICHY,VICHY,4.6,1127,7.0,True,missing
0460,460,Hôtel Mercure Vichy,MER,MERCURE,VICHY,France,130 Boulevard des Etats Unis,03200,https://all.accor.com/hotel/0460/index.fr.shtml,catalog_api,france,HOTEL MERCURE VICHY,VICHY,4.4,295,7.0,True,missing
0728,728,ibis Saint-Malo La Madeleine,IBH,IBIS,SAINT MALO,France,"AVENUE DU GENERAL DE GAULLE, IMPASSE DE LA PEUPLERAIE",35400,https://all.accor.com/hotel/0728/index.fr.shtml,catalog_api,france,IBIS SAINT MALO LA MADELEINE,SAINT MALO,,,,False,missing
0433,433,Novotel Saint-Avold,NOV,NOVOTEL,SAINT AVOLD,France,"Avenue de Fayetteville, RN 33",57500,https://all.accor.com/hotel/0433/index.fr.shtml,catalog_api,france,NOVOTEL SAINT AVOLD,SAINT AVOLD,,,,False,missing
A1B8,A1B8,Mercure Saint Malo Balmoral,MER,MERCURE,SAINT MALO,France,24 Rue Theodore Monod,35400,https://all.accor.com/hotel/A1B8/index.fr.shtml,catalog_api,france,MERCURE SAINT MALO BALMORAL,SAINT MALO,,,,False,missing
A011,A011,Hôtel Mercure Dinan Port Le Jerzual,MER,MERCURE,LANVALLAY,France,26 rue du Quai du Talard,22100,https://all.accor.com/hotel/A011/index.fr.shtml,catalog_api,france,HOTEL MERCURE DINAN PORT LE JERZUAL,LANVALLAY,,,,False,missing
2266,2266,hotelF1 Besançon Micropolis,HOF,HOTELF1,BESANCON,France,1 rue Pierre-Rubens,25000,https://all.accor.com/hotel/2266/index.fr.shtml,catalog_api,france,HOTELF1 BESANCON MICROPOLIS,BESANCON,,,,False,missing
0400,400,ibis Styles Besançon,IBS,IBIS STYLES,BESANCON,France,22 bis Rue de Trey,25000,https://all.accor.com/hotel/0400/index.fr.shtml,catalog_api,france,IBIS STYLES BESANCON,BESANCON,,,,False,missing
0410,410,Novotel Nantes Carquefou,NOV,NOVOTEL,CARQUEFOU,France,"4 Allee des sapins, PA Antarès Belle Etoile",44470,https://all.accor.com/hotel/0410/index.fr.shtml,catalog_api,france,NOVOTEL NANTES CARQUEFOU,CARQUEFOU,,,,False,missing
0438,438,Novotel Mâcon Nord - Porte de Bourgogne,NOV,NOVOTEL,SENNECE-LES-MACON,France,420 Route de saint-Martin,71000,https://all.accor.com/hotel/0438/index.fr.shtml,catalog_api,france,NOVOTEL MACON NORD PORTE DE BOURGOGNE,SENNECE LES MACON,4.2,1302,27.0,True,missing
B9Q6,B9Q6,ibis budget Forbach Centre,IBB,IBIS BUDGET,FORBACH,France,30 Avenue de Spicheren,57600,https://all.accor.com/hotel/B9Q6/index.fr.shtml,catalog_api,france,IBIS BUDGET FORBACH CENTRE,FORBACH,,,,False,missing
0855,855,ibis Nantes La Beaujoire Parc Expo,IBH,IBIS,NANTES,France,5 Rue Du Moulin De La Halveque,44300,https://all.accor.com/hotel/0855/index.fr.shtml,catalog_api,france,IBIS NANTES LA BEAUJOIRE PARC EXPO,NANTES,,,,False,missing
C343,C343,greet hotel Limoges Nord,GRE,GREET,LIMOGES,France,42 rue Frederic Bastiat,87280,https://all.accor.com/hotel/C343/index.fr.shtml,catalog_api,france,GREET HOTEL LIMOGES NORD,LIMOGES,4.6,627,1.0,True,missing
A475,A475,ibis budget Limoges Nord,IBB,IBIS BUDGET,LIMOGES,France,110 Avenue de Brachaud,87280,https://all.accor.com/hotel/A475/index.fr.shtml,catalog_api,france,IBIS BUDGET LIMOGES NORD,LIMOGES,4.5,976,2.0,True,missing
B9P1,B9P1,ibis budget Nantes Nord Treillières,IBB,IBIS BUDGET,TREILLIERES,France,"1 Rue Lavoisier, Route de la Chapelle sur Erdre",44119,https://all.accor.com/hotel/B9P1/index.fr.shtml,catalog_api,france,IBIS BUDGET NANTES NORD TREILLIERES,TREILLIERES,,,,False,missing
B2G8,B2G8,ibis budget Mâcon Crêches,IBB,IBIS BUDGET,CHAINTRE - CRECHES SUR SAONE,France,"60 Rue du Tour de France, Parc hôtelier les Bouchardes",71570,https://all.accor.com/hotel/B2G8/index.fr.shtml,catalog_api,france,IBIS BUDGET MACON CRECHES,CHAINTRE CRECHES SUR SAONE,4.6,1290,25.0,True,missing
A8V4,A8V4,ibis Styles Nantes Centre Gare,IBS,IBIS STYLES,NANTES,France,8 Allee Du Commandant Charcot,44000,https://all.accor.com/hotel/A8V4/index.fr.shtml,catalog_api,france,IBIS STYLES NANTES CENTRE GARE,NANTES,,,,False,missing
0431,431,Novotel Limoges Le Lac,NOV,NOVOTEL,LIMOGES,France,"2 Avenue d'Uzurat, Parc d'Activités Nord Jaune",87280,https://all.accor.com/hotel/0431/index.fr.shtml,catalog_api,france,NOVOTEL LIMOGES LE LAC,LIMOGES,4.4,1368,2.0,True,missing
0670,670,ibis Mâcon Sud Crêches,IBH,IBIS,CHAINTRE - CRECHES SUR SAONE,France,"371 Rue du Mâconnais, Parc hôtelier les Bouchardes",71570,https://all.accor.com/hotel/0670/index.fr.shtml,catalog_api,france,IBIS MACON SUD CRECHES,CHAINTRE CRECHES SUR SAONE,4.6,1653,25.0,True,missing
0892,892,ibis Nantes Centre Gare Sud,IBH,IBIS,NANTES,France,3 Allee Baco,44000,https://all.accor.com/hotel/0892/index.fr.shtml,catalog_api,france,IBIS NANTES CENTRE GARE SUD,NANTES,,,,False,missing
0708,708,ibis Roanne,IBH,IBIS,LE COTEAU,France,53 boulevard Charles De Gaulle,42120,https://all.accor.com/hotel/0708/index.fr.shtml,catalog_api,france,IBIS ROANNE,LE COTEAU,4.4,489,11.0,True,missing
B094,B094,Hôtel Mercure Nantes Centre Passage Pommeraye,MER,MERCURE,NANTES,France,2 Rue Boileau,44000,https://all.accor.com/hotel/B094/index.fr.shtml,catalog_api,france,HOTEL MERCURE NANTES CENTRE PASSAGE POMMERAYE,NANTES,,,,False,missing
0929,929,ibis Clermont-Ferrand Montferrand,IBH,IBIS,CLERMONT FERRAND,France,3 Boulevard  Ambroise Brugiere,63100,https://all.accor.com/hotel/0929/index.fr.shtml,catalog_api,france,IBIS CLERMONT FERRAND MONTFERRAND,CLERMONT FERRAND,4.6,85,3.0,True,missing
B2L8,B2L8,ibis Styles Clermont-Ferrand République,IBS,IBIS STYLES,CLERMONT FERRAND,France,97 Avenue De La Republique,63100,https://all.accor.com/hotel/B2L8/index.fr.shtml,catalog_api,france,IBIS STYLES CLERMONT FERRAND REPUBLIQUE,CLERMONT FERRAND,4.5,1265,2.0,True,missing
C4X7,C4X7,ibis Clermont Ferrand Centre Stade,IBH,IBIS,CLERMONT-FERRAND,France,120 avenue de la République,63100,https://all.accor.com/hotel/C4X7/index.fr.shtml,catalog_api,france,IBIS CLERMONT FERRAND CENTRE STADE,CLERMONT FERRAND,4.3,39,2.0,True,missing
0881,881,ibis Limoges Centre,IBH,IBIS,LIMOGES,France,6 Boulevard Victor Hugo,87000,https://all.accor.com/hotel/0881/index.fr.shtml,catalog_api,france,IBIS LIMOGES CENTRE,LIMOGES,,,,False,missing
A0Y2,A0Y2,ibis budget Sarrebourg Buhl,IBB,IBIS BUDGET,BUHL LORRAINE,France,"16 Rue Columbia, Zone  Ariane Plus, Zone d'Activités Ariane Plus",57400,https://all.accor.com/hotel/A0Y2/index.fr.shtml,catalog_api,france,IBIS BUDGET SARREBOURG BUHL,BUHL LORRAINE,,,,False,missing
B262,B262,Hôtel Mercure Zénith Nantes Saint-Herblain,MER,MERCURE,SAINT HERBLAIN,France,"Esplanade Ella Fitzgerald, ZAC Ar Mor",44800,https://all.accor.com/hotel/B262/index.fr.shtml,catalog_api,france,HOTEL MERCURE ZENITH NANTES SAINT HERBLAIN,SAINT HERBLAIN,,,,False,missing
B2W8,B2W8,ibis Styles Clermont-Ferrand Gare,IBS,IBIS STYLES,CLERMONT FERRAND,France,53 Av De L Union Sovietique,63000,https://all.accor.com/hotel/B2W8/index.fr.shtml,catalog_api,france,IBIS STYLES CLERMONT FERRAND GARE,CLERMONT FERRAND,4.5,430,3.0,True,missing
B5Y1,B5Y1,ibis Styles Limoges Centre,IBS,IBIS STYLES,LIMOGES,France,43 Avenue De La Revolution,87000,https://all.accor.com/hotel/B5Y1/index.fr.shtml,catalog_api,france,IBIS STYLES LIMOGES CENTRE,LIMOGES,,,,False,missing
C3U3,C3U3,ibis Styles Nantes Saint Herblain,IBS,IBIS STYLES,SAINT-HERBLAIN,France,29 Bis Rue Bobby Sands,44800,https://all.accor.com/hotel/C3U3/index.fr.shtml,catalog_api,france,IBIS STYLES NANTES SAINT HERBLAIN,SAINT HERBLAIN,,,,False,missing
C5Z8,C5Z8,ibis Styles Clermont Ferrand Sud La Pardieu,IBS,IBIS STYLES,CLERMONT FERRAND,France,9 rue de l'Eminée,63000,https://all.accor.com/hotel/C5Z8/index.fr.shtml,catalog_api,france,IBIS STYLES CLERMONT FERRAND SUD LA PARDIEU,CLERMONT FERRAND,4.4,41,5.0,True,missing
C1I0,C1I0,greet Hotel Belleville en Beaujolais A6,GRE,GREET,BELLEVILLE EN BEAUJOLAIS,France,Rue des Prés de la Cloche,69220,https://all.accor.com/hotel/C1I0/index.fr.shtml,catalog_api,france,GREET HOTEL BELLEVILLE EN BEAUJOLAIS A6,BELLEVILLE EN BEAUJOLAIS,4.5,427,24.0,True,missing
B825,B825,Mercure Belfort Centre,MER,MERCURE,BELFORT,France,2A Avenue Jean Moulin,90000,https://all.accor.com/hotel/B825/index.fr.shtml,catalog_api,france,MERCURE BELFORT CENTRE,BELFORT,,,,False,missing
0355,355,ibis Belfort Danjoutin,IBH,IBIS,DANJOUTIN,France,13 rue du Docteur Jacquot,90400,https://all.accor.com/hotel/0355/index.fr.shtml,catalog_api,france,IBIS BELFORT DANJOUTIN,DANJOUTIN,,,,False,missing
C0I5,C0I5,greet Hotel Montbeliard,GRE,GREET,MONTBELIARD,France,"ZAC Pied des Gouttes, 6 Rue des Frères Deckherr",25200,https://all.accor.com/hotel/C0I5/index.fr.shtml,catalog_api,france,GREET HOTEL MONTBELIARD,MONTBELIARD,,,,False,missing
0622,622,ibis Montbéliard,IBH,IBIS,MONTBELIARD,France,"Rue du Jura, Le Pied des Gouttes",25200,https://all.accor.com/hotel/0622/index.fr.shtml,catalog_api,france,IBIS MONTBELIARD,MONTBELIARD,,,,False,missing
6765,6765,ibis budget Bourg-en-Bresse,IBB,IBIS BUDGET,BOURG EN BRESSE,France,"409,  Avenue de Parme, ZAC des Belouses, 409",01000,https://all.accor.com/hotel/6765/index.fr.shtml,catalog_api,france,IBIS BUDGET BOURG EN BRESSE,BOURG EN BRESSE,4.5,960,45.0,True,missing
0603,603,ibis Bourg-en-Bresse,IBH,IBIS,BOURG EN BRESSE,France,6 Rue du Moulin de Brou,01000,https://all.accor.com/hotel/0603/index.fr.shtml,catalog_api,france,IBIS BOURG EN BRESSE,BOURG EN BRESSE,4.2,746,45.0,True,missing
0646,646,ibis Lyon Villefranche-sur-Saône,IBH,IBIS,LIMAS,France,94 Allée de Riottier,69400,https://all.accor.com/hotel/0646/index.fr.shtml,catalog_api,france,IBIS LYON VILLEFRANCHE SUR SAONE,LIMAS,4.6,1704,25.0,True,missing
7418,7418,ibis budget Pontarlier,IBB,IBIS BUDGET,PONTARLIER,France,29 rue Denis Papin,25300,https://all.accor.com/hotel/7418/index.fr.shtml,catalog_api,france,IBIS BUDGET PONTARLIER,PONTARLIER,,,,False,missing
B815,B815,ibis Styles La Roche-sur-Yon,IBS,IBIS STYLES,MOUILLERON LE CAPTIF,France,140 rue du Clair Bocage,85000,https://all.accor.com/hotel/B815/index.fr.shtml,catalog_api,france,IBIS STYLES LA ROCHE SUR YON,MOUILLERON LE CAPTIF,,,,False,missing
5686,5686,ibis budget Saint-Brieuc Yffiniac,IBB,IBIS BUDGET,YFFINIAC,France,"36, rue Julien Quintin, BP 13",22120,https://all.accor.com/hotel/5686/index.fr.shtml,catalog_api,france,IBIS BUDGET SAINT BRIEUC YFFINIAC,YFFINIAC,,,,False,missing
B9N0,B9N0,Greet Hotel Bourg-en-Bresse Sud Montagnat,GRE,GREET,MONTAGNAT,France,Route de Certines,01250,https://all.accor.com/hotel/B9N0/index.fr.shtml,catalog_api,france,GREET HOTEL BOURG EN BRESSE SUD MONTAGNAT,MONTAGNAT,4.5,747,46.0,True,missing
C1B8,C1B8,Square Lodge Hotel La Roche sur Yon - Handwritten Collection,SOU,SOU,LA ROCHE SUR YON,France,25 PLACE NAPOLEON,85000,https://all.accor.com/hotel/C1B8/index.fr.shtml,catalog_api,france,SQUARE LODGE HOTEL LA ROCHE SUR YON HANDWRITTEN COLLECTION,LA ROCHE SUR YON,,,,False,missing
B939,B939,greet hotel Cernay Mulhouse,GRE,GREET,CERNAY,France,Place des Etoiles 7,68700,https://all.accor.com/hotel/B939/index.fr.shtml,catalog_api,france,GREET HOTEL CERNAY MULHOUSE,CERNAY,,,,False,missing
B6W5,B6W5,ibis Styles Saint Brieuc Plerin,IBS,IBIS STYLES,PLERIN,France,33 Rue Des Chenes,22190,https://all.accor.com/hotel/B6W5/index.fr.shtml,catalog_api,france,IBIS STYLES SAINT BRIEUC PLERIN,PLERIN,,,,False,missing
B3B8,B3B8,hotelF1 Massieux,HOF,HOTELF1,MASSIEUX,France,"Parc D Activites Zi Lyon Nord, 129 Avenue Lavoisier",1600,https://all.accor.com/hotel/B3B8/index.fr.shtml,catalog_api,france,HOTELF1 MASSIEUX,MASSIEUX,3.8,322,28.0,True,missing
C275,C275,greet Hotel Massieux Lyon Nord,GRE,GREET,MASSIEUX,France,142 AVENUE LAVOISIER,01600,https://all.accor.com/hotel/C275/index.fr.shtml,catalog_api,france,GREET HOTEL MASSIEUX LYON NORD,MASSIEUX,4.2,338,29.0,True,missing
B0L8,B0L8,Novotel Saint Brieuc Centre Gare,NOV,NOVOTEL,SAINT BRIEUC,France,7 Esplanade Georges Pompidou,22000,https://all.accor.com/hotel/B0L8/index.fr.shtml,catalog_api,france,NOVOTEL SAINT BRIEUC CENTRE GARE,SAINT BRIEUC,,,,False,missing
C6G0,C6G0,greet hôtel Saint-Brieuc - Trégueux (Ouverture 09/2026),GRE,GREET,TREGUEUX,France,3 Avenue Pierres Mendes,22950,https://all.accor.com/hotel/C6G0/index.fr.shtml,catalog_api,france,GREET HOTEL SAINT BRIEUC TREGUEUX OUVERTURE 09 2026,TREGUEUX,,,,False,missing
A7F3,A7F3,5 Terres Hôtel & Spa - MGallery Collection,MGA,MGALLERY,BARR,France,11 Place De L Hotel De Ville,67140,https://all.accor.com/hotel/A7F3/index.fr.shtml,catalog_api,france,5 TERRES HOTEL SPA MGALLERY COLLECTION,BARR,,,,False,missing
0416,416,ibis Styles Colmar Nord,IBS,IBIS STYLES,COLMAR,France,49 avenue de la Foire aux Vins,68000,https://all.accor.com/hotel/0416/index.fr.shtml,catalog_api,france,IBIS STYLES COLMAR NORD,COLMAR,,,,False,missing
