hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,url_hotel,source_query,hotel_name_norm,city_norm,match_type
C5P7,C5P7,You Hotel de France Valence - Handwritten Collection,SOU,SOU,VALENCE,France,https://all.accor.com/hotel/C5P7/index.fr.shtml,france,YOU HOTEL DE FRANCE VALENCE HANDWRITTEN COLLECTION,VALENCE,missing
0455,455,Novotel Valence Sud,NOV,NOVOTEL,VALENCE,France,https://all.accor.com/hotel/0455/index.fr.shtml,france,NOVOTEL VALENCE SUD,VALENCE,missing
0644,644,ibis Valence Sud,IBH,IBIS,VALENCE,France,https://all.accor.com/hotel/0644/index.fr.shtml,france,IBIS VALENCE SUD,VALENCE,missing
C3J5,C3J5,ibis Styles Valence (Ouverture automne 2026),IBS,IBIS STYLES,VALENCE,France,https://all.accor.com/hotel/C3J5/index.fr.shtml,france,IBIS STYLES VALENCE OUVERTURE AUTOMNE 2026,VALENCE,missing
B1N0,B1N0,ibis Styles Crolles Grenoble A41,IBS,IBIS STYLES,CROLLES,France,https://all.accor.com/hotel/B1N0/index.fr.shtml,france,IBIS STYLES CROLLES GRENOBLE A41,CROLLES,missing
B2R8,B2R8,Aparthotel Adagio Grenoble Centre,ADG,ADAGIO,GRENOBLE,France,https://all.accor.com/hotel/B2R8/index.fr.shtml,france,APARTHOTEL ADAGIO GRENOBLE CENTRE,GRENOBLE,missing
C066,C066,greet hotel Grenoble Centre Gare,GRE,GREET,GRENOBLE,France,https://all.accor.com/hotel/C066/index.fr.shtml,france,GREET HOTEL GRENOBLE CENTRE GARE,GRENOBLE,missing
0612,612,ibis Grenoble Centre Bastille,IBH,IBIS,GRENOBLE,France,https://all.accor.com/hotel/0612/index.fr.shtml,france,IBIS GRENOBLE CENTRE BASTILLE,GRENOBLE,missing
0652,652,Hôtel Mercure Grenoble Centre Alpotel,MER,MERCURE,GRENOBLE,France,https://all.accor.com/hotel/0652/index.fr.shtml,france,HOTEL MERCURE GRENOBLE CENTRE ALPOTEL,GRENOBLE,missing
C5J4,C5J4,Adagio Access Grenoble Université,ADA,ADAGIO ACCESS,SAINT-MARTIN-D'HERES,France,https://all.accor.com/hotel/C5J4/index.fr.shtml,france,ADAGIO ACCESS GRENOBLE UNIVERSITE,SAINT MARTIN D HERES,missing
C138,C138,Mercure Quimper Kerlic,MER,MERCURE,QUIMPER,France,https://all.accor.com/hotel/C138/index.fr.shtml,france,MERCURE QUIMPER KERLIC,QUIMPER,missing
0637,637,ibis Quimper,IBH,IBIS,QUIMPER,France,https://all.accor.com/hotel/0637/index.fr.shtml,france,IBIS QUIMPER,QUIMPER,missing
C2N0,C2N0,ibis Bordeaux Nord Carbon Blanc,IBH,IBIS,CARBON BLANC,France,https://all.accor.com/hotel/C2N0/index.fr.shtml,france,IBIS BORDEAUX NORD CARBON BLANC,CARBON BLANC,missing
B1H6,B1H6,ibis budget Bordeaux Lormont,IBB,IBIS BUDGET,LORMONT,France,https://all.accor.com/hotel/B1H6/index.fr.shtml,france,IBIS BUDGET BORDEAUX LORMONT,LORMONT,missing
B2C9,B2C9,ibis budget Cahors,IBB,IBIS BUDGET,CAHORS,France,https://all.accor.com/hotel/B2C9/index.fr.shtml,france,IBIS BUDGET CAHORS,CAHORS,missing
B2C7,B2C7,ibis Cahors,IBH,IBIS,CAHORS,France,https://all.accor.com/hotel/B2C7/index.fr.shtml,france,IBIS CAHORS,CAHORS,missing
C3U7,C3U7,ibis Styles Bordeaux Lormont,IBS,IBIS STYLES,LORMONT,France,https://all.accor.com/hotel/C3U7/index.fr.shtml,france,IBIS STYLES BORDEAUX LORMONT,LORMONT,missing
0403,403,Novotel Bordeaux Lac,NOV,NOVOTEL,BORDEAUX,France,https://all.accor.com/hotel/0403/index.fr.shtml,france,NOVOTEL BORDEAUX LAC,BORDEAUX,missing
0551,551,Hôtel Mercure Bordeaux Lac,MER,MERCURE,BORDEAUX,France,https://all.accor.com/hotel/0551/index.fr.shtml,france,HOTEL MERCURE BORDEAUX LAC,BORDEAUX,missing
0356,356,ibis Bordeaux Lac,IBH,IBIS,BORDEAUX,France,https://all.accor.com/hotel/0356/index.fr.shtml,france,IBIS BORDEAUX LAC,BORDEAUX,missing
0669,669,Pullman Bordeaux Lac,PUL,PULLMAN,BORDEAUX LE LAC,France,https://all.accor.com/hotel/0669/index.fr.shtml,france,PULLMAN BORDEAUX LAC,BORDEAUX LE LAC,missing
C513,C513,ibis Styles Bordeaux Lac Bruges,IBS,IBIS STYLES,BRUGES,France,https://all.accor.com/hotel/C513/index.fr.shtml,france,IBIS STYLES BORDEAUX LAC BRUGES,BRUGES,missing
B7G5,B7G5,Mondrian Bordeaux Les Carmes,MOD,MOD,BORDEAUX,France,https://all.accor.com/hotel/B7G5/index.fr.shtml,france,MONDRIAN BORDEAUX LES CARMES,BORDEAUX,missing
B9F2,B9F2,greet Hotel Bordeaux Floirac Arena,GRE,GREET,FLOIRAC,France,https://all.accor.com/hotel/B9F2/index.fr.shtml,france,GREET HOTEL BORDEAUX FLOIRAC ARENA,FLOIRAC,missing
1561,1561,ibis Bordeaux Centre Gare Saint-Jean,IBH,IBIS,BORDEAUX,France,https://all.accor.com/hotel/1561/index.fr.shtml,france,IBIS BORDEAUX CENTRE GARE SAINT JEAN,BORDEAUX,missing
C6L0,C6L0,Hôtel 56 Bordeaux - Handwritten Collection (Septembre 2026),SOU,SOU,BORDEAUX,France,https://all.accor.com/hotel/C6L0/index.fr.shtml,france,HOTEL 56 BORDEAUX HANDWRITTEN COLLECTION SEPTEMBRE 2026,BORDEAUX,missing
C1R6,C1R6,ibis Styles Bordeaux Centre Gare,IBS,IBIS STYLES,BORDEAUX,France,https://all.accor.com/hotel/C1R6/index.fr.shtml,france,IBIS STYLES BORDEAUX CENTRE GARE,BORDEAUX,missing
0950,950,ibis Bordeaux Centre Mériadeck,IBH,IBIS,BORDEAUX,France,https://all.accor.com/hotel/0950/index.fr.shtml,france,IBIS BORDEAUX CENTRE MERIADECK,BORDEAUX,missing
A547,A547,ibis Bordeaux Centre Gare Saint-Jean Euratlantique,IBH,IBIS,BORDEAUX,France,https://all.accor.com/hotel/A547/index.fr.shtml,france,IBIS BORDEAUX CENTRE GARE SAINT JEAN EURATLANTIQUE,BORDEAUX,missing
B3F7,B3F7,Mercure Bordeaux Centre Gare Atlantic,MER,MERCURE,BORDEAUX,France,https://all.accor.com/hotel/B3F7/index.fr.shtml,france,MERCURE BORDEAUX CENTRE GARE ATLANTIC,BORDEAUX,missing
B9L1,B9L1,ibis Styles Bordeaux Beglès Arena,IBS,IBIS STYLES,BEGLES,France,https://all.accor.com/hotel/B9L1/index.fr.shtml,france,IBIS STYLES BORDEAUX BEGLES ARENA,BEGLES,missing
0623,623,Hôtel ibis Montélimar Nord,IBH,IBIS,SAULCE-SUR-RHONE,France,https://all.accor.com/hotel/0623/index.fr.shtml,france,HOTEL IBIS MONTELIMAR NORD,SAULCE SUR RHONE,missing
C0C7,C0C7,greet Hotel Brest Aéroport,GRE,GREET,GUIPAVAS,France,https://all.accor.com/hotel/C0C7/index.fr.shtml,france,GREET HOTEL BREST AEROPORT,GUIPAVAS,missing
0402,402,Novotel Bordeaux Merignac,NOV,NOVOTEL,MERIGNAC,France,https://all.accor.com/hotel/0402/index.fr.shtml,france,NOVOTEL BORDEAUX MERIGNAC,MERIGNAC,missing
B7B1,B7B1,greet Hotel Bordeaux Aéroport,GRE,GREET,MERIGNAC,France,https://all.accor.com/hotel/B7B1/index.fr.shtml,france,GREET HOTEL BORDEAUX AEROPORT,MERIGNAC,missing
B8E4,B8E4,Mercure Brest Centre Port,MER,MERCURE,BREST,France,https://all.accor.com/hotel/B8E4/index.fr.shtml,france,MERCURE BREST CENTRE PORT,BREST,missing
A4A5,A4A5,Hôtel Mercure Brest Centre Les Voyageurs,MER,MERCURE,BREST,France,https://all.accor.com/hotel/A4A5/index.fr.shtml,france,HOTEL MERCURE BREST CENTRE LES VOYAGEURS,BREST,missing
C5E0,C5E0,Aparthotel Adagio Access Bordeaux Sud Pessac,ADA,ADAGIO ACCESS,PESSAC,France,https://all.accor.com/hotel/C5E0/index.fr.shtml,france,APARTHOTEL ADAGIO ACCESS BORDEAUX SUD PESSAC,PESSAC,missing
0850,850,ibis Bordeaux Pessac Route des Vins,IBH,IBIS,PESSAC,France,https://all.accor.com/hotel/0850/index.fr.shtml,france,IBIS BORDEAUX PESSAC ROUTE DES VINS,PESSAC,missing
A6Q0,A6Q0,Hôtel Mercure Villeneuve-sur-Lot - Le Moulin de Madame,MER,MERCURE,VILLENEUVE SUR LOT,France,https://all.accor.com/hotel/A6Q0/index.fr.shtml,france,HOTEL MERCURE VILLENEUVE SUR LOT LE MOULIN DE MADAME,VILLENEUVE SUR LOT,missing
B1K8,B1K8,Sainte-Barbe Hotel & Spa Le Conquet - MGallery Collection,MGA,MGALLERY,LE CONQUET,France,https://all.accor.com/hotel/B1K8/index.fr.shtml,france,SAINTE BARBE HOTEL SPA LE CONQUET MGALLERY COLLECTION,LE CONQUET,missing
B9F4,B9F4,ibis budget Millau Viaduc,IBB,IBIS BUDGET,MILLAU,France,https://all.accor.com/hotel/B9F4/index.fr.shtml,france,IBIS BUDGET MILLAU VIADUC,MILLAU,missing
C091,C091,ibis Saint Paul Trois Chateaux,IBH,IBIS,SAINT PAUL TROIS CHATEAUX,France,https://all.accor.com/hotel/C091/index.fr.shtml,france,IBIS SAINT PAUL TROIS CHATEAUX,SAINT PAUL TROIS CHATEAUX,missing
B9G2,B9G2,Mercure Agen Centre,MER,MERCURE,AGEN,France,https://all.accor.com/hotel/B9G2/index.fr.shtml,france,MERCURE AGEN CENTRE,AGEN,missing
C517,C517,greet hôtel Le Teich Bassin d'Arcachon,GRE,GREET,LE TEICH,France,https://all.accor.com/hotel/C517/index.fr.shtml,france,GREET HOTEL LE TEICH BASSIN D ARCACHON,LE TEICH,missing
B9J0,B9J0,greet hotel La Teste Bassin d' Arcachon,GRE,GREET,LA TESTE DE BUCH,France,https://all.accor.com/hotel/B9J0/index.fr.shtml,france,GREET HOTEL LA TESTE BASSIN D ARCACHON,LA TESTE DE BUCH,missing
A9V5,A9V5,ibis Styles Arcachon Gujan-Mestras,IBS,IBIS STYLES,GUJAN MESTRAS,France,https://all.accor.com/hotel/A9V5/index.fr.shtml,france,IBIS STYLES ARCACHON GUJAN MESTRAS,GUJAN MESTRAS,missing
B9J1,B9J1,ibis Budget La Teste Bassin d'Arcachon,IBB,IBIS BUDGET,LA TESTE DE BUCH,France,https://all.accor.com/hotel/B9J1/index.fr.shtml,france,IBIS BUDGET LA TESTE BASSIN D ARCACHON,LA TESTE DE BUCH,missing
C4P7,C4P7,ibis Styles Alès Centre Cévennes,IBS,IBIS STYLES,ALES,France,https://all.accor.com/hotel/C4P7/index.fr.shtml,france,IBIS STYLES ALES CENTRE CEVENNES,ALES,missing
0338,338,ibis Alès Centre-Ville,IBH,IBIS,ALES,France,https://all.accor.com/hotel/0338/index.fr.shtml,france,IBIS ALES CENTRE VILLE,ALES,missing
B8Y9,B8Y9,ibis Styles Montauban,IBS,IBIS STYLES,MONTAUBAN,France,https://all.accor.com/hotel/B8Y9/index.fr.shtml,france,IBIS STYLES MONTAUBAN,MONTAUBAN,missing
0925,925,ibis Orange Centre Échangeur A7 A9,IBH,IBIS,ORANGE,France,https://all.accor.com/hotel/0925/index.fr.shtml,france,IBIS ORANGE CENTRE ECHANGEUR A7 A9,ORANGE,missing
B814,B814,ibis Styles Pont du Gard Route d'Avignon,IBS,IBIS STYLES,ESTEZARGUES,France,https://all.accor.com/hotel/B814/index.fr.shtml,france,IBIS STYLES PONT DU GARD ROUTE D AVIGNON,ESTEZARGUES,missing
C5U4,C5U4,Château de Mazan - Handwritten Collection,SOU,SOU,MAZAN,France,https://all.accor.com/hotel/C5U4/index.fr.shtml,france,CHATEAU DE MAZAN HANDWRITTEN COLLECTION,MAZAN,missing
0550,550,Novotel Avignon Nord,NOV,NOVOTEL,SORGUES,France,https://all.accor.com/hotel/0550/index.fr.shtml,france,NOVOTEL AVIGNON NORD,SORGUES,missing
0549,549,Hôtel Mercure Pont d'Avignon Centre,MER,MERCURE,AVIGNON,France,https://all.accor.com/hotel/0549/index.fr.shtml,france,HOTEL MERCURE PONT D AVIGNON CENTRE,AVIGNON,missing
0944,944,ibis Avignon Centre Gare,IBH,IBIS,AVIGNON,France,https://all.accor.com/hotel/0944/index.fr.shtml,france,IBIS AVIGNON CENTRE GARE,AVIGNON,missing
B6F6,B6F6,Mercure Avignon TGV Hotel et Spa,MER,MERCURE,AVIGNON,France,https://all.accor.com/hotel/B6F6/index.fr.shtml,france,MERCURE AVIGNON TGV HOTEL ET SPA,AVIGNON,missing
0985,985,Novotel Atria Nîmes Centre,NOV,NOVOTEL,NIMES,France,https://all.accor.com/hotel/0985/index.fr.shtml,france,NOVOTEL ATRIA NIMES CENTRE,NIMES,missing
C6J9,C6J9,Mercure Nîmes Centre Arènes,MER,MERCURE,NIMES,France,https://all.accor.com/hotel/C6J9/index.fr.shtml,france,MERCURE NIMES CENTRE ARENES,NIMES,missing
0399,399,ibis Styles Avignon Sud,IBS,IBIS STYLES,AVIGNON,France,https://all.accor.com/hotel/0399/index.fr.shtml,france,IBIS STYLES AVIGNON SUD,AVIGNON,missing
0686,686,ibis Avignon Sud,IBH,IBIS,AVIGNON,France,https://all.accor.com/hotel/0686/index.fr.shtml,france,IBIS AVIGNON SUD,AVIGNON,missing
0629,629,ibis Nîmes Ouest,IBH,IBIS,NIMES,France,https://all.accor.com/hotel/0629/index.fr.shtml,france,IBIS NIMES OUEST,NIMES,missing
1199,1199,Hôtel ibis Sisteron,IBH,IBIS,SISTERON,France,https://all.accor.com/hotel/1199/index.fr.shtml,france,HOTEL IBIS SISTERON,SISTERON,missing
A314,A314,ibis Styles Toulouse Nord Sesquières,IBS,IBIS STYLES,TOULOUSE,France,https://all.accor.com/hotel/A314/index.fr.shtml,france,IBIS STYLES TOULOUSE NORD SESQUIERES,TOULOUSE,missing
A4C2,A4C2,Hôtel Mercure Castres L'Occitan,MER,MERCURE,CASTRES,France,https://all.accor.com/hotel/A4C2/index.fr.shtml,france,HOTEL MERCURE CASTRES L OCCITAN,CASTRES,missing
A5I1,A5I1,ibis Styles Toulouse-Blagnac Aéroport,IBS,IBIS STYLES,BLAGNAC,France,https://all.accor.com/hotel/A5I1/index.fr.shtml,france,IBIS STYLES TOULOUSE BLAGNAC AEROPORT,BLAGNAC,missing
A4C1,A4C1,ibis Styles Castres,IBS,IBIS STYLES,CASTRES,France,https://all.accor.com/hotel/A4C1/index.fr.shtml,france,IBIS STYLES CASTRES,CASTRES,missing
B9J4,B9J4,Mercure Toulouse Aéroport Blagnac,MER,MERCURE,BLAGNAC,France,https://all.accor.com/hotel/B9J4/index.fr.shtml,france,MERCURE TOULOUSE AEROPORT BLAGNAC,BLAGNAC,missing
B8D8,B8D8,greet Hotel Castres Saix,GRE,GREET,SAIX,France,https://all.accor.com/hotel/B8D8/index.fr.shtml,france,GREET HOTEL CASTRES SAIX,SAIX,missing
0798,798,ibis Toulouse Blagnac Aéroport,IBH,IBIS,BLAGNAC,France,https://all.accor.com/hotel/0798/index.fr.shtml,france,IBIS TOULOUSE BLAGNAC AEROPORT,BLAGNAC,missing
0565,565,Pullman Toulouse Airport,PUL,PULLMAN,BLAGNAC,France,https://all.accor.com/hotel/0565/index.fr.shtml,france,PULLMAN TOULOUSE AIRPORT,BLAGNAC,missing
B853,B853,L'Isle de Leos Hotel & Spa - MGallery Collection,MGA,MGALLERY,L'ISLE SUR LA SORGUE,France,https://all.accor.com/hotel/B853/index.fr.shtml,france,L ISLE DE LEOS HOTEL SPA MGALLERY COLLECTION,L ISLE SUR LA SORGUE,missing
0906,906,Novotel Toulouse Centre Compans Caffarelli,NOV,NOVOTEL,TOULOUSE,France,https://all.accor.com/hotel/0906/index.fr.shtml,france,NOVOTEL TOULOUSE CENTRE COMPANS CAFFARELLI,TOULOUSE,missing
A9V4,A9V4,ibis Toulouse Purpan,IBH,IBIS,TOULOUSE,France,https://all.accor.com/hotel/A9V4/index.fr.shtml,france,IBIS TOULOUSE PURPAN,TOULOUSE,missing
C139,C139,Hotel Les Capitouls Toulouse Centre - Handwritten Collection,SOU,SOU,TOULOUSE,France,https://all.accor.com/hotel/C139/index.fr.shtml,france,HOTEL LES CAPITOULS TOULOUSE CENTRE HANDWRITTEN COLLECTION,TOULOUSE,missing
B395,B395,Mama Shelter Toulouse,MSH,MAMA SHELTER,TOULOUSE,France,https://all.accor.com/hotel/B395/index.fr.shtml,france,MAMA SHELTER TOULOUSE,TOULOUSE,missing
0370,370,Hôtel Mercure Toulouse Centre Saint-Georges,MER,MERCURE,TOULOUSE,France,https://all.accor.com/hotel/0370/index.fr.shtml,france,HOTEL MERCURE TOULOUSE CENTRE SAINT GEORGES,TOULOUSE,missing
B3A1,B3A1,ibis Styles Toulouse Centre Canal du Midi,IBS,IBIS STYLES,TOULOUSE,France,https://all.accor.com/hotel/B3A1/index.fr.shtml,france,IBIS STYLES TOULOUSE CENTRE CANAL DU MIDI,TOULOUSE,missing
0445,445,Novotel Toulouse Purpan Aéroport,NOV,NOVOTEL,TOULOUSE,France,https://all.accor.com/hotel/0445/index.fr.shtml,france,NOVOTEL TOULOUSE PURPAN AEROPORT,TOULOUSE,missing
A086,A086,La Cour des Consuls Hotel & Spa Toulouse - MGallery Collection,MGA,MGALLERY,TOULOUSE,France,https://all.accor.com/hotel/A086/index.fr.shtml,france,LA COUR DES CONSULS HOTEL SPA TOULOUSE MGALLERY COLLECTION,TOULOUSE,missing
B6Z1,B6Z1,Aparthotel Adagio Toulouse Centre La Grave,ADG,ADAGIO,TOULOUSE,France,https://all.accor.com/hotel/B6Z1/index.fr.shtml,france,APARTHOTEL ADAGIO TOULOUSE CENTRE LA GRAVE,TOULOUSE,missing
C0T6,C0T6,ibis budget Lunel Porte de Camargue,IBB,IBIS BUDGET,AIMARGUES,France,https://all.accor.com/hotel/C0T6/index.fr.shtml,france,IBIS BUDGET LUNEL PORTE DE CAMARGUE,AIMARGUES,missing
B743,B743,Ibis Lunel Petite Camargue,IBH,IBIS,LUNEL,France,https://all.accor.com/hotel/B743/index.fr.shtml,france,IBIS LUNEL PETITE CAMARGUE,LUNEL,missing
B2J6,B2J6,ibis budget Montpellier Nord,IBB,IBIS BUDGET,MONTPELLIER,France,https://all.accor.com/hotel/B2J6/index.fr.shtml,france,IBIS BUDGET MONTPELLIER NORD,MONTPELLIER,missing
B718,B718,ibis budget Mont de Marsan,IBB,IBIS BUDGET,MONT DE MARSAN,France,https://all.accor.com/hotel/B718/index.fr.shtml,france,IBIS BUDGET MONT DE MARSAN,MONT DE MARSAN,missing
B9I1,B9I1,ibis budget Toulouse Labège,IBB,IBIS BUDGET,LABEGE,France,https://all.accor.com/hotel/B9I1/index.fr.shtml,france,IBIS BUDGET TOULOUSE LABEGE,LABEGE,missing
A0A2,A0A2,ibis Styles Toulouse Labège,IBS,IBIS STYLES,LABEGE,France,https://all.accor.com/hotel/A0A2/index.fr.shtml,france,IBIS STYLES TOULOUSE LABEGE,LABEGE,missing
B1R5,B1R5,Hôtel Mercure Toulouse Sud,MER,MERCURE,TOULOUSE,France,https://all.accor.com/hotel/B1R5/index.fr.shtml,france,HOTEL MERCURE TOULOUSE SUD,TOULOUSE,missing
0592,592,ibis Montpellier Centre Comédie,IBH,IBIS,MONTPELLIER,France,https://all.accor.com/hotel/0592/index.fr.shtml,france,IBIS MONTPELLIER CENTRE COMEDIE,MONTPELLIER,missing
C0S9,C0S9,Aparthotel Adagio Montpellier Centre Comedie,ADG,ADAGIO,MONTPELLIER,France,https://all.accor.com/hotel/C0S9/index.fr.shtml,france,APARTHOTEL ADAGIO MONTPELLIER CENTRE COMEDIE,MONTPELLIER,missing
A0X2,A0X2,Aparthotel Adagio Access Montpellier Centre,ADA,ADAGIO ACCESS,MONTPELLIER,France,https://all.accor.com/hotel/A0X2/index.fr.shtml,france,APARTHOTEL ADAGIO ACCESS MONTPELLIER CENTRE,MONTPELLIER,missing
C179,C179,TRIBE Montpellier Gare Sud de France (Ouverture prochaine),TRI,TRIBE,MONTPELLIER,France,https://all.accor.com/hotel/C179/index.fr.shtml,france,TRIBE MONTPELLIER GARE SUD DE FRANCE OUVERTURE PROCHAINE,MONTPELLIER,missing
0624,624,ibis Montpellier Sud,IBH,IBIS,MONTPELLIER,France,https://all.accor.com/hotel/0624/index.fr.shtml,france,IBIS MONTPELLIER SUD,MONTPELLIER,missing
0450,450,Novotel Montpellier,NOV,NOVOTEL,MONTPELLIER,France,https://all.accor.com/hotel/0450/index.fr.shtml,france,NOVOTEL MONTPELLIER,MONTPELLIER,missing
B9N4,B9N4,greet hotel Montpellier Aéroport Parc des Expos,GRE,GREET,MAUGUIO,France,https://all.accor.com/hotel/B9N4/index.fr.shtml,france,GREET HOTEL MONTPELLIER AEROPORT PARC DES EXPOS,MAUGUIO,missing
B4T2,B4T2,ibis Styles Montpellier Aeroport Parc Des Expos,IBS,IBIS STYLES,MAUGUIO,France,https://all.accor.com/hotel/B4T2/index.fr.shtml,france,IBIS STYLES MONTPELLIER AEROPORT PARC DES EXPOS,MAUGUIO,missing
B4T1,B4T1,ibis budget Montpellier Aéroport Parc Des Expos,IBB,IBIS BUDGET,MAUGUIO,France,https://all.accor.com/hotel/B4T1/index.fr.shtml,france,IBIS BUDGET MONTPELLIER AEROPORT PARC DES EXPOS,MAUGUIO,missing
C3P3,C3P3,Mercure Arles Centre Arènes,MER,MERCURE,ARLES,France,https://all.accor.com/hotel/C3P3/index.fr.shtml,france,MERCURE ARLES CENTRE ARENES,ARLES,missing
0692,692,ibis Arles,IBH,IBIS,ARLES,France,https://all.accor.com/hotel/0692/index.fr.shtml,france,IBIS ARLES,ARLES,missing
B7M4,B7M4,Aparthotel Adagio Access Porte de Camargue,ADA,ADAGIO ACCESS,SAINT-MARTIN-DE-CRAU,France,https://all.accor.com/hotel/B7M4/index.fr.shtml,france,APARTHOTEL ADAGIO ACCESS PORTE DE CAMARGUE,SAINT MARTIN DE CRAU,missing
B744,B744,greet hotel Castets Coeur des Landes,GRE,GREET,CASTETS,France,https://all.accor.com/hotel/B744/index.fr.shtml,france,GREET HOTEL CASTETS COEUR DES LANDES,CASTETS,missing
A0J3,A0J3,Ibis Budget Béziers Est La Giniesse,IBB,IBIS BUDGET,BEZIERS,France,https://all.accor.com/hotel/A0J3/index.fr.shtml,france,IBIS BUDGET BEZIERS EST LA GINIESSE,BEZIERS,missing
0683,683,ibis Béziers Est Méditerranée,IBH,IBIS,BEZIERS,France,https://all.accor.com/hotel/0683/index.fr.shtml,france,IBIS BEZIERS EST MEDITERRANEE,BEZIERS,missing
0797,797,ibis Salon-de-Provence Sud,IBH,IBIS,SALON DE PROVENCE,France,https://all.accor.com/hotel/0797/index.fr.shtml,france,IBIS SALON DE PROVENCE SUD,SALON DE PROVENCE,missing
B6X3,B6X3,ibis Styles Salon de Provence,IBS,IBIS STYLES,SALON DE PROVENCE,France,https://all.accor.com/hotel/B6X3/index.fr.shtml,france,IBIS STYLES SALON DE PROVENCE,SALON DE PROVENCE,missing
B6J1,B6J1,ibis Styles Castelnaudary,IBS,IBIS STYLES,CASTELNAUDARY,France,https://all.accor.com/hotel/B6J1/index.fr.shtml,france,IBIS STYLES CASTELNAUDARY,CASTELNAUDARY,missing
C0D8,C0D8,ibis Styles Miramas - Provence,IBS,IBIS STYLES,MIRAMAS,France,https://all.accor.com/hotel/C0D8/index.fr.shtml,france,IBIS STYLES MIRAMAS PROVENCE,MIRAMAS,missing
B897,B897,TRIBE Carcassonne,TRI,TRIBE,CARCASSONNE,France,https://all.accor.com/hotel/B897/index.fr.shtml,france,TRIBE CARCASSONNE,CARCASSONNE,missing
0607,607,ibis Carcassonne Est La Cité,IBH,IBIS,CARCASSONNE,France,https://all.accor.com/hotel/0607/index.fr.shtml,france,IBIS CARCASSONNE EST LA CITE,CARCASSONNE,missing
A480,A480,ibis Styles Carcassonne La Cité,IBS,IBIS STYLES,CARCASSONNE,France,https://all.accor.com/hotel/A480/index.fr.shtml,france,IBIS STYLES CARCASSONNE LA CITE,CARCASSONNE,missing
0412,412,Novotel Narbonne Sud,NOV,NOVOTEL,NARBONNE,France,https://all.accor.com/hotel/0412/index.fr.shtml,france,NOVOTEL NARBONNE SUD,NARBONNE,missing
0671,671,ibis Narbonne,IBH,IBIS,NARBONNE,France,https://all.accor.com/hotel/0671/index.fr.shtml,france,IBIS NARBONNE,NARBONNE,missing
C5I0,C5I0,ibis Styles Aix-en-Provence Université,IBS,IBIS STYLES,AIX EN PROVENCE,France,https://all.accor.com/hotel/C5I0/index.fr.shtml,france,IBIS STYLES AIX EN PROVENCE UNIVERSITE,AIX EN PROVENCE,missing
C5J5,C5J5,Aparthotel Adagio Access Aix-en-Provence Université,ADA,ADAGIO ACCESS,AIX EN PROVENCE,France,https://all.accor.com/hotel/C5J5/index.fr.shtml,france,APARTHOTEL ADAGIO ACCESS AIX EN PROVENCE UNIVERSITE,AIX EN PROVENCE,missing
C133,C133,Mercure Aix-en-Provence La Duranne Gare TGV,MER,MERCURE,AIX-EN-PROVENCE,France,https://all.accor.com/hotel/C133/index.fr.shtml,france,MERCURE AIX EN PROVENCE LA DURANNE GARE TGV,AIX EN PROVENCE,missing
0394,394,Novotel Aix-en-Provence Pont-de-l'Arc Fenouillères,NOV,NOVOTEL,AIX EN PROVENCE,France,https://all.accor.com/hotel/0394/index.fr.shtml,france,NOVOTEL AIX EN PROVENCE PONT DE L ARC FENOUILLERES,AIX EN PROVENCE,missing
0393,393,Mercure Aix en Provence Beaumanoir,MER,MERCURE,AIX EN PROVENCE,France,https://all.accor.com/hotel/0393/index.fr.shtml,france,MERCURE AIX EN PROVENCE BEAUMANOIR,AIX EN PROVENCE,missing
0714,714,ibis Aix-en-Provence,IBH,IBIS,AIX EN PROVENCE,France,https://all.accor.com/hotel/0714/index.fr.shtml,france,IBIS AIX EN PROVENCE,AIX EN PROVENCE,missing
B6G0,B6G0,greet Hotel Marseille Provence Aéroport,GRE,GREET,VITROLLES,France,https://all.accor.com/hotel/B6G0/index.fr.shtml,france,GREET HOTEL MARSEILLE PROVENCE AEROPORT,VITROLLES,missing
C238,C238,ibis Styles Cabriès Aix-en-Provence TGV,IBS,IBIS STYLES,CABRIES,France,https://all.accor.com/hotel/C238/index.fr.shtml,france,IBIS STYLES CABRIES AIX EN PROVENCE TGV,CABRIES,missing
0442,442,ibis Styles Marseille Provence Aéroport,IBS,IBIS STYLES,VITROLLES,France,https://all.accor.com/hotel/0442/index.fr.shtml,france,IBIS STYLES MARSEILLE PROVENCE AEROPORT,VITROLLES,missing
B8B1,B8B1,Ibis Marseille Marignane Technopole,IBH,IBIS,MARIGNANE,France,https://all.accor.com/hotel/B8B1/index.fr.shtml,france,IBIS MARSEILLE MARIGNANE TECHNOPOLE,MARIGNANE,missing
B8C5,B8C5,greet hotel Orthez Bearn,GRE,GREET,BIRON,France,https://all.accor.com/hotel/B8C5/index.fr.shtml,france,GREET HOTEL ORTHEZ BEARN,BIRON,missing
B2C6,B2C6,ibis Styles Marseille Plan de Campagne,IBS,IBIS STYLES,LES PENNES-MIRABEAU,France,https://all.accor.com/hotel/B2C6/index.fr.shtml,france,IBIS STYLES MARSEILLE PLAN DE CAMPAGNE,LES PENNES MIRABEAU,missing
B0R3,B0R3,JO&JOE Hossegor,JOE,JO&JOE,HOSSEGOR,France,https://all.accor.com/hotel/B0R3/index.fr.shtml,france,JO JOE HOSSEGOR,HOSSEGOR,missing
