nom_hotel,annee,mois,categorie,sous_categorie,is_holiday,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Novotel Porte d’Italie,2024,11,NAN,nan,0,7,43.0,5,0,
Novotel Porte d’Italie,2024,11,N_F_B,SOS,0,1,0.7,1,0,
Novotel Porte d’Italie,2024,12,F_B,FOOD SALEE,0,59,205.9,46,0,
Novotel Porte d’Italie,2024,12,F_B,FOOD SALEE,1,2,6.0,2,0,
Novotel Porte d’Italie,2024,12,F_B,FOOD SUCREE,0,80,227.79999999999998,67,0,
Novotel Porte d’Italie,2024,12,F_B,FOOD SUCREE,1,3,8.2,2,0,
Novotel Porte d’Italie,2024,12,F_B,SANS ALCOOL,0,37,190.0,31,0,
Novotel Porte d’Italie,2024,12,F_B,SANS ALCOOL,1,1,5.0,1,0,
Novotel Porte d’Italie,2024,12,NAN,nan,0,4,32.5,4,0,
Novotel Porte d’Italie,2024,12,N_F_B,SOS,0,1,0.7,1,0,
Novotel Porte d’Italie,2025,1,F_B,FOOD SALEE,0,9,23.9,7,0,
Novotel Porte d’Italie,2025,1,F_B,FOOD SUCREE,0,12,35.7,11,0,
Novotel Porte d’Italie,2025,1,F_B,SANS ALCOOL,0,5,26.0,4,0,
Novotel Porte d’Italie,2025,1,NAN,nan,0,6,66.0,4,0,
Novotel Porte d’Italie,2025,2,F_B,FOOD SALEE,0,24,78.3,17,0,
Novotel Porte d’Italie,2025,2,F_B,FOOD SUCREE,0,15,41.7,12,0,
Novotel Porte d’Italie,2025,2,F_B,SANS ALCOOL,0,15,65.0,11,0,
Novotel Porte d’Italie,2025,2,NAN,nan,0,6,66.0,4,0,
Novotel Porte d’Italie,2025,3,F_B,FOOD SALEE,0,34,130.0,25,0,
Novotel Porte d’Italie,2025,3,F_B,FOOD SUCREE,0,51,191.6,44,0,
Novotel Porte d’Italie,2025,3,F_B,SANS ALCOOL,0,39,165.5,32,0,
Novotel Porte d’Italie,2025,3,NAN,nan,0,1,7.5,1,0,
Novotel Porte d’Italie,2025,4,F_B,FOOD SALEE,0,31,80.6,19,0,
Novotel Porte d’Italie,2025,4,F_B,FOOD SUCREE,0,20,78.7,15,0,
Novotel Porte d’Italie,2025,4,F_B,SANS ALCOOL,0,32,132.5,25,0,
Novotel Porte d’Italie,2025,5,F_B,FOOD SALEE,0,23,73.0,16,0,
Novotel Porte d’Italie,2025,5,F_B,FOOD SUCREE,0,81,284.6,65,0,
Novotel Porte d’Italie,2025,5,F_B,FOOD SUCREE,1,2,6.0,2,0,
Novotel Porte d’Italie,2025,5,F_B,SANS ALCOOL,0,103,442.0,75,0,
Novotel Porte d’Italie,2025,5,F_B,SANS ALCOOL,1,3,14.0,2,0,
Novotel Porte d’Italie,2025,5,NAN,nan,0,6,64.5,5,0,
Novotel Porte d’Italie,2025,6,F_B,FOOD SALEE,0,13,114.2,13,0,
Novotel Porte d’Italie,2025,6,F_B,FOOD SUCREE,0,32,132.5,27,0,
Novotel Porte d’Italie,2025,6,F_B,SANS ALCOOL,0,68,300.5,60,0,
Novotel Porte d’Italie,2025,6,NAN,nan,0,2,12.0,1,0,
Novotel Porte d’Italie,2025,7,F_B,FOOD SALEE,0,31,146.1,23,0,
Novotel Porte d’Italie,2025,7,F_B,FOOD SUCREE,0,55,182.4,46,0,
Novotel Porte d’Italie,2025,7,F_B,SANS ALCOOL,0,93,431.5,70,0,
Novotel Porte d’Italie,2025,8,F_B,FOOD SALEE,0,19,95.8,16,0,
Novotel Porte d’Italie,2025,8,F_B,FOOD SALEE,1,3,7.800000000000001,2,0,
Novotel Porte d’Italie,2025,8,F_B,FOOD SUCREE,0,30,87.1,22,0,
Novotel Porte d’Italie,2025,8,F_B,FOOD SUCREE,1,2,6.0,2,0,
Novotel Porte d’Italie,2025,8,F_B,SANS ALCOOL,0,62,288.5,46,0,
Novotel Porte d’Italie,2025,8,F_B,SANS ALCOOL,1,5,23.5,3,0,
Novotel Porte d’Italie,2025,9,F_B,FOOD SALEE,0,24,59.1,18,0,
Novotel Porte d’Italie,2025,9,F_B,FOOD SUCREE,0,35,118.89999999999999,26,0,
Novotel Porte d’Italie,2025,9,F_B,SANS ALCOOL,0,21,105.5,18,0,
Novotel Porte d’Italie,2025,10,F_B,FOOD SALEE,0,5,26.0,4,0,
Novotel Porte d’Italie,2025,10,F_B,FOOD SUCREE,0,9,31.299999999999997,8,0,
Novotel Porte d’Italie,2025,11,F_B,FOOD SALEE,0,24,52.15,20,0,
Novotel Porte d’Italie,2025,11,F_B,FOOD SUCREE,0,41,108.0,33,0,
Novotel Porte d’Italie,2025,11,F_B,SANS ALCOOL,0,29,131.0,24,0,
Novotel Porte d’Italie,2025,12,F_B,FOOD SALEE,0,19,52.5,18,0,
Novotel Porte d’Italie,2025,12,F_B,FOOD SUCREE,0,33,97.3,24,0,
Novotel Porte d’Italie,2025,12,F_B,FOOD SUCREE,1,3,9.0,2,0,
Novotel Porte d’Italie,2025,12,F_B,SANS ALCOOL,0,52,260.0,38,0,
Novotel Porte d’Italie,2025,12,F_B,SANS ALCOOL,1,1,5.0,1,0,
